words,count,like_count_median,like_count_mean,reply_count_median,reply_count_mean,repost_count_median,repost_count_mean
..,24,8.5,33.0,4.0,33.416666666666664,0.0,0.5833333333333334
...,73,2.0,78.10958904109589,0.0,1.5616438356164384,0.0,0.8082191780821918
00,92,3.0,117.03260869565217,0.0,1.3804347826086956,0.0,0.782608695652174
000,19,2.0,5.7894736842105265,1.0,2.526315789473684,0.0,0.15789473684210525
06,20,3.0,3.4,0.0,0.5,0.0,0.05
07,13,2.0,2.923076923076923,0.0,0.23076923076923078,0.0,0.07692307692307693
10,187,2.0,84.93048128342247,0.0,4.818181818181818,0.0,2.4171122994652405
100,123,0.0,6.0894308943089435,0.0,3.959349593495935,0.0,0.14634146341463414
1000,21,7.0,17.142857142857142,0.0,12.095238095238095,0.0,0.14285714285714285
100cm,13,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
104,12,49.0,802.9166666666666,4.5,22.333333333333332,1.0,26.0
11,191,2.0,132.21465968586386,0.0,2.774869109947644,0.0,2.5706806282722514
110,82,0.0,0.15853658536585366,0.0,0.024390243902439025,0.0,0.0
12,95,2.0,239.77894736842106,0.0,7.4526315789473685,0.0,4.568421052631579
120,76,0.0,0.09210526315789473,0.0,0.0,0.0,0.0
13,14,2.0,1031.7857142857142,0.5,17.928571428571427,0.0,28.928571428571427
130,66,0.0,0.07575757575757576,0.0,0.0,0.0,0.0
130cm,10,0.0,0.3,0.0,0.0,0.0,0.0
14,16,2.5,917.8125,0.0,20.8125,0.0,25.4375
140,43,0.0,0.18604651162790697,0.0,0.0,0.0,0.0
140cm,10,0.0,0.3,0.0,0.0,0.0,0.0
149,20,3.0,3.5,0.0,0.4,0.0,0.1
15,26,3.5,562.8846153846154,1.0,13.576923076923077,0.0,15.807692307692308
150,28,0.0,2.8214285714285716,0.0,5.642857142857143,0.0,0.0
16,29,2.0,502.7931034482759,0.0,11.793103448275861,0.0,14.0
160,16,0.0,0.125,0.0,0.0,0.0,0.0
17,10,6.0,16.5,1.5,14.1,0.0,0.3
18,17,2.0,12.176470588235293,0.0,3.9411764705882355,0.0,0.058823529411764705
1800,40,0.0,0.075,0.0,0.0,0.0,0.4
1gJpq,10,2.0,3.1,0.0,0.0,0.0,0.1
20,56,4.0,36.857142857142854,0.0,3.0535714285714284,0.0,0.7678571428571429
200,38,16.0,23.526315789473685,29.5,26.63157894736842,0.0,0.15789473684210525
2000,51,0.0,3.9607843137254903,0.0,3.3333333333333335,0.0,0.35294117647058826
2025,59,2.0,7.864406779661017,0.0,1.1864406779661016,0.0,0.11864406779661017
2026,45,3.0,7.933333333333334,1.0,2.6444444444444444,0.0,0.1111111111111111
21,15,5.0,16.2,0.0,15.8,0.0,0.06666666666666667
219znhvu,25,3.0,3.68,0.0,0.4,0.0,0.04
22,12,2.0,11.083333333333334,0.0,7.166666666666667,0.0,0.08333333333333333
23,26,2.0,6.8076923076923075,0.0,2.8076923076923075,0.0,0.19230769230769232
24,30,7.5,57.166666666666664,1.5,20.066666666666666,0.0,11.033333333333333
25,25,2.0,5.4,0.0,3.08,0.0,0.04
26,12,4.0,27.0,0.0,2.75,0.0,0.16666666666666666
260,18,1.0,2.7777777777777777,0.0,1.8888888888888888,0.0,0.05555555555555555
27,32,1.0,4.4375,0.0,0.59375,0.0,0.0625
28,18,3.0,4.555555555555555,0.0,0.5,0.0,0.05555555555555555
29,10,1.5,2.8,0.0,0.3,0.0,0.0
30,71,2.0,146.26760563380282,0.0,1.8169014084507042,0.0,0.9154929577464789
300,14,2.0,24.0,0.5,22.0,0.0,0.14285714285714285
31,26,3.5,13.076923076923077,1.0,19.192307692307693,0.0,0.07692307692307693
310,10,0.0,0.7,0.0,0.0,0.0,0.0
320,21,0.0,0.2857142857142857,0.0,0.09523809523809523,0.0,0.0
350,10,0.0,107.6,0.0,8.8,0.0,8.1
38,16,2.5,24.3125,0.0,3.75,0.0,0.0625
399,12,1.0,1.1666666666666667,0.0,0.9166666666666666,0.0,0.3333333333333333
40,17,6.0,64.58823529411765,0.0,6.117647058823529,0.0,0.058823529411764705
50,21,4.0,8.428571428571429,0.0,4.0476190476190474,0.0,0.19047619047619047
500,26,3.0,14.384615384615385,0.5,14.038461538461538,0.0,0.11538461538461539
59,10,0.0,2.7,0.0,0.7,0.0,0.1
60,72,0.0,0.9444444444444444,0.0,0.3472222222222222,0.0,0.2361111111111111
6267,10,2.0,3.1,0.0,0.0,0.0,0.1
66,36,0.0,0.9166666666666666,0.0,0.3888888888888889,0.0,0.0
727,10,2.0,3.1,0.0,0.0,0.0,0.1
73,56,0.0,2.6964285714285716,0.0,0.9285714285714286,0.0,0.03571428571428571
73cm,13,0.0,0.3076923076923077,0.0,0.0,0.0,0.0
80,102,0.0,0.17647058823529413,0.0,0.058823529411764705,0.0,0.0
80cm,18,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
90,123,0.0,0.14634146341463414,0.0,0.024390243902439025,0.0,0.0
90cm,16,0.0,0.1875,0.0,0.0,0.0,0.0
925,27,0.0,0.25925925925925924,0.0,0.037037037037037035,0.0,0.0
AI,238,2.0,5.831932773109243,0.0,1.1680672268907564,0.0,0.4117647058823529
Add,10,0.0,0.2,0.0,0.0,0.0,0.0
Adidas,12,26.0,25.0,0.0,2.6666666666666665,0.0,0.08333333333333333
Ai,12,2.0,34.75,0.0,2.0833333333333335,0.0,0.25
CRM,10,3.0,12.6,0.0,0.2,0.0,0.0
Changhua,11,3.0,4.363636363636363,1.0,1.3636363636363635,0.0,0.36363636363636365
ChatGPT,12,2.5,12.166666666666666,0.0,2.9166666666666665,0.0,0.16666666666666666
City,11,3.0,4.363636363636363,1.0,1.3636363636363635,0.0,0.36363636363636365
Claude,10,1.0,3.3,1.0,1.9,0.0,0.1
Ctrl,11,216.0,216.0,0.0,0.0,22.0,22.0
Cursor,11,0.0,0.18181818181818182,0.0,0.0,0.0,0.0
Day,17,5.0,10.235294117647058,2.0,6.0,0.0,0.0
F1,24,18.0,186.875,0.0,10.625,0.0,11.916666666666666
FB,17,3.0,11.352941176470589,1.0,3.4705882352941178,0.0,0.058823529411764705
GPT,18,1.0,1.9444444444444444,0.0,1.0555555555555556,0.0,0.0
Google,31,1.0,13.096774193548388,0.0,6.032258064516129,0.0,0.1935483870967742
IG,156,5.0,22.28205128205128,1.0,16.80128205128205,0.0,0.6474358974358975
Ig,12,27.0,52.833333333333336,19.0,56.083333333333336,0.0,0.5
Instagram,35,1.0,41.31428571428572,0.0,2.8285714285714287,0.0,2.4
LINE,42,2.0,3.857142857142857,0.0,0.9285714285714286,0.0,0.07142857142857142
Lazy,11,0.0,0.45454545454545453,0.0,0.45454545454545453,0.0,0.2727272727272727
LazyStore,105,0.0,0.10476190476190476,0.0,0.0,0.0,0.3238095238095238
Line,16,0.0,1.4375,0.0,0.75,0.0,0.125
Lynmiere,27,1.0,1.1481481481481481,0.0,0.14814814814814814,0.0,0.0
LynmiereJewelry,23,1.0,1.0,0.0,0.08695652173913043,0.0,0.0
OK,16,1.0,3.0,0.0,2.125,0.0,0.0625
PM,15,7.0,18.133333333333333,0.0,1.8666666666666667,0.0,0.3333333333333333
S925,16,1.0,1.0625,0.0,0.125,0.0,0.0
SEO,22,4.0,10.454545454545455,0.0,2.5454545454545454,0.0,0.2727272727272727
Sales,16,2.0,9.4375,0.5,7.3125,0.0,0.75
Skool,14,2.0,6.571428571428571,0.0,1.4285714285714286,0.0,0.2857142857142857
Store,14,0.5,0.5714285714285714,0.0,0.35714285714285715,0.0,0.21428571428571427
Threads,118,7.0,20.60169491525424,3.5,25.33050847457627,0.0,0.2288135593220339
Top,18,2.0,12.0,0.5,9.444444444444445,0.0,1.0
WordPress,39,0.0,1.205128205128205,0.0,0.38461538461538464,0.0,0.02564102564102564
XD,10,4.5,4.1,1.0,1.4,0.0,0.0
XS,10,2.0,9.0,0.0,0.6,0.0,0.1
YAB,16,8.5,23.125,0.0,1.3125,0.0,0.1875
ai,14,0.5,3.2142857142857144,0.0,0.9285714285714286,0.0,0.21428571428571427
app,16,3.0,20.9375,0.0,7.5,0.0,0.3125
docs,17,1.0,1.411764705882353,0.0,0.0,0.0,0.0
ee,25,1.0,1.32,0.0,0.0,0.0,0.24
facebook,17,0.0,0.7058823529411765,0.0,0.0,0.0,0.0
for,23,1.0,1.1304347826086956,0.0,0.21739130434782608,0.0,0.0
forms,14,0.0,1.0714285714285714,0.0,0.0,0.0,0.0
friend,10,0.0,0.2,0.0,0.0,0.0,0.0
gener,45,3.0,4.333333333333333,0.0,0.5555555555555556,0.0,0.15555555555555556
gl,12,2.5,8.166666666666666,0.0,0.4166666666666667,0.0,0.3333333333333333
gle,11,0.0,0.5454545454545454,0.0,0.0,0.0,0.0
goo,12,2.5,8.166666666666666,0.0,0.4166666666666667,0.0,0.3333333333333333
google,30,2.0,1.9,0.0,0.0,0.0,0.03333333333333333
iPhone,11,2.0,24.90909090909091,1.0,7.181818181818182,0.0,0.0
ig,37,15.0,21.37837837837838,34.0,38.0,0.0,0.08108108108108109
jSUOk,10,0.0,0.2,0.0,0.0,0.0,0.0
jeanc,12,4.5,5.333333333333333,0.0,0.0,0.0,0.4166666666666667
jen5888,21,3.0,3.6666666666666665,0.0,0.38095238095238093,0.0,0.047619047619047616
lazy,13,0.0,0.5384615384615384,0.0,0.38461538461538464,0.0,0.38461538461538464
lin,26,1.0,1.3076923076923077,0.0,0.0,0.0,0.23076923076923078
line,17,0.0,1.1176470588235294,0.0,0.8235294117647058,0.0,0.0
logo,31,3.0,46.225806451612904,0.0,4.483870967741935,0.0,2.7096774193548385
maps,12,2.5,8.166666666666666,0.0,0.4166666666666667,0.0,0.3333333333333333
me,11,0.0,0.5454545454545454,0.0,0.0,0.0,0.0
mu,27,3.0,4.7407407407407405,0.0,1.4444444444444444,0.0,0.037037037037037035
myship.7,68,2.0,3.3970588235294117,0.0,0.4264705882352941,0.0,0.11764705882352941
ones,21,1.0,0.9523809523809523,0.0,0.09523809523809523,0.0,0.0
or,11,3.0,3.090909090909091,0.0,1.4545454545454546,0.0,0.0
shine,21,1.0,0.9523809523809523,0.0,0.09523809523809523,0.0,0.0
softly,21,1.0,0.9523809523809523,0.0,0.09523809523809523,0.0,0.0
the,25,1.0,3.72,0.0,0.2,0.0,0.12
tw,94,2.0,15.351063829787234,0.0,1.4574468085106382,0.0,1.0106382978723405
who,21,1.0,0.9523809523809523,0.0,0.09523809523809523,0.0,0.0
yabai,12,2.0,97.91666666666667,0.0,7.583333333333333,0.0,6.833333333333333
youtube,11,1.0,2.6363636363636362,0.0,0.5454545454545454,0.0,0.0
一人,15,2.0,5.0,0.0,2.466666666666667,0.0,0.2
一人公司,31,3.0,10.0,0.0,4.354838709677419,0.0,0.1935483870967742
一件,53,5.0,12.88679245283019,0.0,4.6415094339622645,0.0,0.018867924528301886
一份,81,0.0,10.938271604938272,0.0,2.3703703703703702,0.0,0.4444444444444444
一位,40,4.5,102.05,1.0,4.675,0.0,3.425
一切,28,3.0,11.642857142857142,0.0,3.4285714285714284,0.0,0.14285714285714285
一副,12,1.5,4.0,0.5,0.9166666666666666,0.0,0.0
一半,27,5.0,15.925925925925926,0.0,4.592592592592593,0.0,0.8888888888888888
一句,22,3.0,5.681818181818182,0.0,0.9545454545454546,0.0,0.18181818181818182
一堆,15,4.0,92.0,1.0,17.6,0.0,0.3333333333333333
一場,18,2.0,20.444444444444443,0.0,2.2222222222222223,0.0,0.16666666666666666
一天,94,4.0,10.627659574468085,1.0,6.3936170212765955,0.0,0.07446808510638298
一套,22,0.0,1.2272727272727273,0.0,0.13636363636363635,0.0,0.0
一字,16,0.5,0.75,0.0,0.0,0.0,0.375
一年,44,3.5,19.09090909090909,1.0,4.9772727272727275,0.0,0.1590909090909091
一張,10,27.0,354.4,6.0,370.6,0.0,3.5
一杯,10,7.0,13.8,0.0,1.3,0.0,0.8
一條,15,3.0,7.4,0.0,1.0,0.0,0.13333333333333333
一樣,68,3.5,151.16176470588235,1.0,11.102941176470589,0.0,13.470588235294118
一次,57,3.0,7.192982456140351,0.0,3.3333333333333335,0.0,0.22807017543859648
一步,31,3.0,6.064516129032258,0.0,1.0,0.0,0.12903225806451613
一段,11,3.0,7.454545454545454,0.0,1.3636363636363635,0.0,0.2727272727272727
一種,42,2.5,15.333333333333334,0.0,2.3095238095238093,0.0,0.2619047619047619
一篇,28,3.0,6.214285714285714,1.0,3.392857142857143,0.0,0.21428571428571427
一組,20,1.0,1.15,0.0,0.15,0.0,0.3
