words,count,like_count_median,like_count_mean,reply_count_median,reply_count_mean,repost_count_median,repost_count_mean,distinct_creators,frequency,quadrant
收入,15,3.0,4.0,0.0,1.0666666666666667,0.0,0.13333333333333333,5,15,Blue Ocean (藍海詞)
收到,21,10.0,26.19047619047619,1.0,4.380952380952381,0.0,0.2857142857142857,8,21,Star (明星詞)
收學費,12,1.0,1.25,0.0,0.0,0.0,0.0,1,12,Avoid (避開)
收認,11,1.0,1.7272727272727273,0.0,0.36363636363636365,0.0,0.0,1,11,Avoid (避開)
收費,25,2.0,3.92,0.0,2.08,0.0,0.0,3,25,Star (明星詞)
改變,11,4.0,14.0,1.0,2.272727272727273,0.0,0.2727272727272727,4,11,Blue Ocean (藍海詞)
放棄,12,2.0,7.333333333333333,0.0,3.3333333333333335,0.0,0.08333333333333333,6,12,Blue Ocean (藍海詞)
故事,15,4.0,46.53333333333333,0.0,1.1333333333333333,0.0,0.4,6,15,Blue Ocean (藍海詞)
教學,28,2.0,3.6785714285714284,0.0,1.8214285714285714,0.0,0.0,2,28,Star (明星詞)
整個,15,3.0,5.733333333333333,1.0,1.2666666666666666,0.0,0.13333333333333333,8,15,Blue Ocean (藍海詞)
整合,11,2.0,2.6363636363636362,0.0,0.45454545454545453,0.0,0.09090909090909091,3,11,Blue Ocean (藍海詞)
整理,16,2.0,3.1875,0.0,0.625,0.0,0.0,8,16,Star (明星詞)
數位,23,2.0,4.782608695652174,1.0,1.391304347826087,0.0,0.043478260869565216,3,23,Star (明星詞)
數據,19,1.0,6.842105263157895,0.0,2.0526315789473686,0.0,0.10526315789473684,4,19,Red Ocean (紅海詞)
數量,34,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,2,34,Red Ocean (紅海詞)
文案,15,3.0,21.466666666666665,1.0,6.333333333333333,0.0,0.2,7,15,Blue Ocean (藍海詞)
斜槓,18,4.5,5.222222222222222,1.0,2.7777777777777777,0.0,0.0,2,18,Star (明星詞)
新品,50,0.0,0.5,0.0,0.12,0.0,0.0,5,50,Red Ocean (紅海詞)
新年,28,0.0,2.2857142857142856,0.0,0.5357142857142857,0.0,0.0,5,28,Red Ocean (紅海詞)
新手,16,1.0,5.125,0.0,1.25,0.0,0.125,7,16,Red Ocean (紅海詞)
方便,13,0.0,2.230769230769231,0.0,0.38461538461538464,0.0,0.07692307692307693,5,13,Avoid (避開)
方向,22,3.0,24.681818181818183,0.0,1.8181818181818181,0.0,2.1363636363636362,7,22,Star (明星詞)
方法,13,3.0,5.923076923076923,0.0,1.4615384615384615,0.0,0.07692307692307693,6,13,Blue Ocean (藍海詞)
日常,52,0.0,2.0,0.0,0.17307692307692307,0.0,0.019230769230769232,9,52,Red Ocean (紅海詞)
日期,10,0.0,1.6,1.0,1.4,0.0,0.1,3,10,Avoid (避開)
早安,17,4.0,16.0,0.0,28.529411764705884,0.0,0.7058823529411765,6,17,Star (明星詞)
明天,12,3.5,30.666666666666668,1.0,8.083333333333334,0.0,0.08333333333333333,8,12,Blue Ocean (藍海詞)
昨天,10,8.5,33.1,1.5,3.4,0.0,0.2,5,10,Blue Ocean (藍海詞)
是否,11,4.0,5.818181818181818,2.0,2.8181818181818183,0.0,0.2727272727272727,5,11,Blue Ocean (藍海詞)
晚上,20,1.0,11.4,1.0,4.75,0.0,0.1,8,20,Red Ocean (紅海詞)
暸解,10,15.5,20.1,1.5,2.1,0.0,0.5,1,10,Blue Ocean (藍海詞)
更新,50,7.5,8.94,2.0,4.54,0.0,0.12,6,50,Star (明星詞)
有些,14,3.5,12.5,0.0,2.9285714285714284,0.0,0.07142857142857142,5,14,Blue Ocean (藍海詞)
有喜,19,0.0,18.63157894736842,0.0,0.8947368421052632,0.0,0.8421052631578947,2,19,Red Ocean (紅海詞)
有點,15,9.0,46.13333333333333,1.0,1.8,0.0,0.4,8,15,Blue Ocean (藍海詞)
朋友,37,3.0,27.81081081081081,1.0,2.1621621621621623,0.0,0.7027027027027027,12,37,Star (明星詞)
服務,25,4.0,13.88,1.0,2.0,0.0,0.28,8,25,Star (明星詞)
期待,22,3.5,33.09090909090909,1.0,25.5,0.0,0.6818181818181818,12,22,Star (明星詞)
未來,19,9.0,38.31578947368421,1.0,3.0526315789473686,0.0,0.21052631578947367,6,19,Star (明星詞)
本業,13,1.0,1.0769230769230769,0.0,0.15384615384615385,0.0,0.0,1,13,Avoid (避開)
柔軟,23,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,1,23,Red Ocean (紅海詞)
根本,16,4.0,8.5625,0.0,2.25,0.0,0.1875,10,16,Star (明星詞)
業務,18,0.0,1.7222222222222223,0.0,0.6111111111111112,0.0,0.0,4,18,Red Ocean (紅海詞)
機會,28,9.5,33.5,5.0,20.0,0.0,0.25,10,28,Star (明星詞)
款式,27,0.0,1.3703703703703705,0.0,0.8148148148148148,0.0,0.37037037037037035,3,27,Red Ocean (紅海詞)
歡迎,74,2.0,7.418918918918919,0.0,3.5,0.0,0.22972972972972974,13,74,Star (明星詞)
歡都,14,0.0,0.5,0.0,0.6428571428571429,0.0,0.21428571428571427,1,14,Avoid (避開)
正式,10,4.5,58.9,4.5,38.3,0.0,5.2,5,10,Blue Ocean (藍海詞)
每天,114,5.0,10.368421052631579,1.0,7.149122807017544,0.0,0.07017543859649122,17,114,Star (明星詞)
氣質,26,0.0,0.7307692307692307,0.0,0.07692307692307693,0.0,0.0,3,26,Red Ocean (紅海詞)
水晶,19,3.0,3.3684210526315788,0.0,1.263157894736842,0.0,0.21052631578947367,3,19,Star (明星詞)
決定,24,5.0,45.833333333333336,2.0,11.416666666666666,0.0,0.25,9,24,Star (明星詞)
活動,46,1.0,5.413043478260869,0.0,1.6304347826086956,0.0,0.08695652173913043,10,46,Red Ocean (紅海詞)
流程,18,3.0,5.722222222222222,1.0,1.5555555555555556,0.0,0.3333333333333333,5,18,Star (明星詞)
流行,10,0.5,3.0,1.0,5.8,0.0,0.1,2,10,Avoid (避開)
流量,47,3.0,13.382978723404255,1.0,11.46808510638298,0.0,0.2765957446808511,12,47,Star (明星詞)
清楚,16,3.0,6.3125,0.0,0.8125,0.0,0.0625,9,16,Star (明星詞)
準備,36,5.0,24.805555555555557,1.0,4.333333333333333,0.0,0.3333333333333333,14,36,Star (明星詞)
溫柔,22,2.0,2.590909090909091,0.0,0.45454545454545453,0.0,0.4090909090909091,4,22,Star (明星詞)
滿千免,32,0.0,0.09375,0.0,0.0,0.0,0.0,1,32,Red Ocean (紅海詞)
滿滿,16,1.5,4.1875,0.0,4.125,0.0,0.0,6,16,Red Ocean (紅海詞)
漂亮,13,7.0,12.76923076923077,1.0,3.5384615384615383,0.0,0.0,5,13,Blue Ocean (藍海詞)
演算法,10,1.5,2.8,0.0,1.0,0.0,0.2,5,10,Avoid (避開)
漲粉,17,9.0,13.529411764705882,7.0,13.176470588235293,0.0,0.29411764705882354,6,17,Star (明星詞)
無法,14,2.0,4.142857142857143,0.0,2.2142857142857144,0.0,0.07142857142857142,9,14,Blue Ocean (藍海詞)
焦慮,22,3.0,16.272727272727273,0.0,2.727272727272727,0.0,0.5454545454545454,9,22,Star (明星詞)
照燈,16,0.5,0.75,0.0,0.0,0.0,0.375,1,16,Red Ocean (紅海詞)
爆單,35,16.0,18.885714285714286,30.0,23.685714285714287,0.0,0.05714285714285714,5,35,Star (明星詞)
版型,14,0.0,2.7857142857142856,0.0,0.0,0.0,0.0,2,14,Avoid (避開)
版面,16,0.0,6.5,0.0,0.5625,0.0,0.25,3,16,Red Ocean (紅海詞)
狀態,14,2.0,6.214285714285714,0.0,0.7857142857142857,0.0,0.21428571428571427,7,14,Blue Ocean (藍海詞)
現場,11,2.0,23.90909090909091,0.0,0.18181818181818182,0.0,0.2727272727272727,4,11,Blue Ocean (藍海詞)
現貨,22,1.0,4.045454545454546,0.0,2.1363636363636362,0.0,0.22727272727272727,4,22,Red Ocean (紅海詞)
理解,12,3.0,15.833333333333334,0.0,3.8333333333333335,0.0,0.4166666666666667,6,12,Blue Ocean (藍海詞)
生命,10,2.0,1.9,0.0,0.3,0.0,0.2,5,10,Blue Ocean (藍海詞)
生活,39,3.0,31.128205128205128,0.0,19.307692307692307,0.0,0.28205128205128205,13,39,Star (明星詞)
產品,25,2.0,7.24,0.0,0.52,0.0,0.08,5,25,Star (明星詞)
產業,10,3.5,8.7,0.0,1.9,0.0,0.1,6,10,Blue Ocean (藍海詞)
甲高品,12,0.0,0.5,0.0,0.75,0.0,0.25,1,12,Avoid (避開)
男孩,13,1.0,0.9230769230769231,0.0,0.0,0.0,0.0,2,13,Avoid (避開)
留言,51,3.0,5.431372549019608,0.0,2.215686274509804,0.0,0.19607843137254902,16,51,Star (明星詞)
發文,26,15.0,16.384615384615383,14.0,20.653846153846153,0.0,0.2692307692307692,4,26,Star (明星詞)
發現,31,3.0,25.35483870967742,0.0,1.8709677419354838,0.0,0.2903225806451613,11,31,Star (明星詞)
目前,38,5.5,27.710526315789473,2.0,14.078947368421053,0.0,0.13157894736842105,11,38,Star (明星詞)
目標,45,4.0,15.466666666666667,1.0,14.733333333333333,0.0,0.08888888888888889,12,45,Star (明星詞)
直到,42,7.0,10.642857142857142,2.0,5.357142857142857,0.0,0.09523809523809523,4,42,Star (明星詞)
直接,46,3.0,15.043478260869565,0.0,8.26086956521739,0.0,0.1956521739130435,17,46,Star (明星詞)
相信,17,4.0,14.941176470588236,0.0,16.529411764705884,0.0,0.29411764705882354,12,17,Star (明星詞)
眉毛,11,4.0,6.7272727272727275,1.0,1.0,0.0,0.09090909090909091,1,11,Blue Ocean (藍海詞)
看看,15,8.0,24.333333333333332,1.0,13.133333333333333,0.0,0.06666666666666667,9,15,Blue Ocean (藍海詞)
知識,23,4.0,13.347826086956522,1.0,6.304347826086956,0.0,0.2608695652173913,7,23,Star (明星詞)
確定,11,2.0,7.0,1.0,1.0,0.0,0.09090909090909091,5,11,Blue Ocean (藍海詞)
社群,26,2.0,7.653846153846154,0.0,1.5,0.0,0.2692307692307692,6,26,Star (明星詞)
私域,10,2.0,1.9,0.0,0.1,0.0,0.0,1,10,Blue Ocean (藍海詞)
私訊,115,0.0,2.1478260869565218,0.0,0.21739130434782608,0.0,0.09565217391304348,14,115,Red Ocean (紅海詞)
秋冬,20,0.0,0.3,0.0,0.1,0.0,0.0,2,20,Red Ocean (紅海詞)
程式,14,1.5,5.214285714285714,0.0,2.2857142857142856,0.0,0.5714285714285714,3,14,Avoid (避開)
穩定,12,2.0,4.333333333333333,0.0,0.6666666666666666,0.0,0.16666666666666666,7,12,Blue Ocean (藍海詞)
空間,11,3.0,6.2727272727272725,0.0,0.7272727272727273,0.0,0.18181818181818182,6,11,Blue Ocean (藍海詞)
穿戴,48,0.0,0.5208333333333334,0.0,0.5625,0.0,0.08333333333333333,1,48,Red Ocean (紅海詞)
突然,21,8.0,46.333333333333336,1.0,5.142857142857143,0.0,0.09523809523809523,8,21,Star (明星詞)
童裝,49,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,3,49,Red Ocean (紅海詞)
第一,28,4.0,28.964285714285715,0.5,15.035714285714286,0.0,1.9642857142857142,16,28,Star (明星詞)
第一次,16,7.0,36.6875,0.5,4.3125,0.0,0.1875,10,16,Star (明星詞)
第二,12,1.5,2.9166666666666665,0.0,0.16666666666666666,0.0,0.0,6,12,Avoid (避開)
等候,33,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,1,33,Red Ocean (紅海詞)
答案,20,2.0,4.7,0.0,1.1,0.0,0.05,8,20,Star (明星詞)
策略,21,2.0,11.476190476190476,0.0,3.5714285714285716,0.0,0.5238095238095238,5,21,Star (明星詞)
管理,11,3.0,15.727272727272727,0.0,3.272727272727273,0.0,0.18181818181818182,4,11,Blue Ocean (藍海詞)
簡單,16,2.0,5.4375,0.0,1.3125,0.0,0.0,9,16,Star (明星詞)
粉絲,12,16.0,28.0,10.0,9.75,0.0,0.25,6,12,Blue Ocean (藍海詞)
精準,14,2.0,1.6428571428571428,0.0,0.42857142857142855,0.0,0.07142857142857142,5,14,Blue Ocean (藍海詞)
系列,11,7.0,45.18181818181818,0.0,4.7272727272727275,0.0,0.8181818181818182,6,11,Blue Ocean (藍海詞)
系統,27,2.0,3.2222222222222223,0.0,0.5555555555555556,0.0,0.1111111111111111,9,27,Star (明星詞)
累積,16,1.5,5.0,0.0,0.5,0.0,0.125,9,16,Red Ocean (紅海詞)
細節,20,2.0,6.65,0.0,0.65,0.0,0.05,7,20,Star (明星詞)
結合,13,2.0,5.153846153846154,0.0,0.38461538461538464,0.0,0.15384615384615385,7,13,Blue Ocean (藍海詞)
絕對,13,0.0,5.230769230769231,0.0,5.3076923076923075,0.0,0.0,5,13,Avoid (避開)
經歷,15,7.0,26.933333333333334,1.0,7.533333333333333,0.0,0.0,8,15,Blue Ocean (藍海詞)
經營,68,3.0,10.970588235294118,0.0,11.205882352941176,0.0,0.07352941176470588,11,68,Star (明星詞)
經驗,17,3.0,9.823529411764707,0.0,2.7058823529411766,0.0,0.058823529411764705,7,17,Star (明星詞)
網站,10,41.5,49.9,4.5,13.9,1.0,1.5,4,10,Blue Ocean (藍海詞)
網路,12,5.5,36.416666666666664,0.5,3.6666666666666665,0.0,1.0,8,12,Blue Ocean (藍海詞)
美容,19,4.0,5.157894736842105,1.0,2.6315789473684212,0.0,0.0,3,19,Star (明星詞)
美業,26,1.0,8.923076923076923,0.0,14.884615384615385,0.0,0.038461538461538464,2,26,Red Ocean (紅海詞)
美甲,22,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,3,22,Red Ocean (紅海詞)
美甲店,11,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,1,11,Avoid (避開)
老師,17,2.0,3.588235294117647,0.0,1.411764705882353,0.0,0.11764705882352941,9,17,Star (明星詞)
耐心,34,0.0,5.176470588235294,0.0,0.7647058823529411,0.0,0.058823529411764705,2,34,Red Ocean (紅海詞)
聖誕,10,1.5,12.9,0.0,0.8,0.0,1.1,6,10,Avoid (避開)
聖誕節,14,7.5,10.071428571428571,3.5,9.928571428571429,0.0,0.2857142857142857,6,14,Blue Ocean (藍海詞)
職學習,17,4.0,5.117647058823529,1.0,2.8823529411764706,0.0,0.0,1,17,Star (明星詞)
能力,29,2.0,7.137931034482759,0.0,1.2758620689655173,0.0,0.1724137931034483,8,29,Star (明星詞)
能量,57,2.0,2.508771929824561,0.0,0.5614035087719298,0.0,0.2631578947368421,8,57,Star (明星詞)
脆友,10,4.0,16.9,6.0,10.9,0.0,0.1,7,10,Blue Ocean (藍海詞)
腦波,13,2.0,2.1538461538461537,1.0,1.0769230769230769,1.0,0.6153846153846154,1,13,Blue Ocean (藍海詞)
自動,14,2.0,4.428571428571429,0.0,1.9285714285714286,0.0,0.35714285714285715,3,14,Blue Ocean (藍海詞)
自動化,13,3.0,10.384615384615385,0.0,2.923076923076923,0.0,0.38461538461538464,2,13,Blue Ocean (藍海詞)
自我,11,5.0,6.818181818181818,0.0,1.1818181818181819,0.0,0.2727272727272727,7,11,Blue Ocean (藍海詞)
自然,14,2.0,4.214285714285714,0.0,0.7142857142857143,0.0,0.0,6,14,Blue Ocean (藍海詞)
自由,16,1.0,4.4375,0.0,1.3125,0.0,0.0,8,16,Red Ocean (紅海詞)
舒服,21,1.0,2.1904761904761907,0.0,0.14285714285714285,0.0,0.047619047619047616,8,21,Red Ocean (紅海詞)
薪水,12,25.0,74.83333333333333,2.0,15.5,0.0,0.4166666666666667,3,12,Blue Ocean (藍海詞)
蝴蝶,17,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,2,17,Red Ocean (紅海詞)
行銷,155,2.0,15.038709677419355,0.0,4.161290322580645,0.0,0.25806451612903225,7,155,Star (明星詞)
衣服,16,3.0,6.25,0.5,2.0625,0.0,0.125,6,16,Star (明星詞)
要求,11,0.0,1.8181818181818181,1.0,1.0,0.0,0.0,3,11,Avoid (避開)
規劃,17,3.0,10.764705882352942,0.0,2.411764705882353,0.0,0.23529411764705882,9,17,Star (明星詞)
親膚,22,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,1,22,Red Ocean (紅海詞)
觀察,10,2.5,3.7,0.0,1.0,0.0,0.2,4,10,Blue Ocean (藍海詞)
解密,21,1.0,1.0,0.0,0.0,0.0,0.0,1,21,Red Ocean (紅海詞)
解決,19,3.0,12.789473684210526,0.0,2.736842105263158,0.0,0.05263157894736842,7,19,Star (明星詞)
解膠液,16,0.5,0.75,0.0,0.0,0.0,0.375,1,16,Red Ocean (紅海詞)
解釋,22,3.5,3.727272727272727,0.0,0.9090909090909091,0.0,0.0,5,22,Star (明星詞)
訂單,62,7.0,10.64516129032258,2.0,4.419354838709677,0.0,0.08064516129032258,7,62,Star (明星詞)
記得,14,1.5,3.5,0.0,1.4285714285714286,0.0,0.0,7,14,Avoid (避開)
設計,69,0.0,5.260869565217392,0.0,1.2608695652173914,0.0,0.14492753623188406,9,69,Red Ocean (紅海詞)
評價,12,14.0,101.16666666666667,1.0,2.4166666666666665,0.0,1.25,4,12,Blue Ocean (藍海詞)
詢問,10,3.0,5.0,0.0,1.9,0.0,0.2,5,10,Blue Ocean (藍海詞)
認真,12,2.0,10.416666666666666,0.0,2.8333333333333335,0.0,0.16666666666666666,8,12,Blue Ocean (藍海詞)
認真問,19,1.0,1.1578947368421053,0.0,0.21052631578947367,0.0,0.0,1,19,Red Ocean (紅海詞)
認識,15,12.0,23.733333333333334,3.0,19.066666666666666,0.0,0.13333333333333333,8,15,Blue Ocean (藍海詞)
課程,25,2.0,3.8,0.0,0.4,0.0,0.0,8,25,Star (明星詞)
調整,16,2.0,13.375,1.0,3.375,0.0,0.25,7,16,Star (明星詞)
謝謝,16,6.0,14.75,2.0,7.0,0.0,0.5625,7,16,Star (明星詞)
變成,10,3.0,10.4,0.0,12.4,0.0,0.0,8,10,Blue Ocean (藍海詞)
變現,39,1.0,1.6923076923076923,0.0,0.20512820512820512,0.0,0.0,2,39,Red Ocean (紅海詞)
負責,12,19.0,36.166666666666664,5.5,11.583333333333334,0.0,0.3333333333333333,3,12,Blue Ocean (藍海詞)
財富,11,3.0,2.727272727272727,0.0,0.45454545454545453,0.0,0.0,5,11,Blue Ocean (藍海詞)
買二送,13,1.0,1.3076923076923077,0.0,0.23076923076923078,0.0,0.3076923076923077,1,13,Avoid (避開)
資料,14,3.5,10.785714285714286,0.0,9.142857142857142,0.0,0.07142857142857142,6,14,Blue Ocean (藍海詞)
資訊,12,3.0,9.666666666666666,0.0,1.4166666666666667,0.0,1.1666666666666667,5,12,Blue Ocean (藍海詞)
質感,18,0.0,12.666666666666666,0.0,10.11111111111111,0.0,0.16666666666666666,6,18,Red Ocean (紅海詞)
起批,10,2.0,17.7,0.0,3.1,0.0,0.0,1,10,Blue Ocean (藍海詞)
超級,16,2.0,5.875,0.0,0.875,0.0,0.125,6,16,Star (明星詞)
越來,21,2.0,4.285714285714286,0.0,0.47619047619047616,0.0,0.09523809523809523,8,21,Star (明星詞)
趕快,16,1.0,1.5625,0.0,0.9375,0.0,0.25,6,16,Red Ocean (紅海詞)
路上,18,9.0,19.38888888888889,1.0,7.277777777777778,0.0,0.3888888888888889,9,18,Star (明星詞)
身心,15,2.0,2.7333333333333334,1.0,1.1333333333333333,0.0,0.13333333333333333,2,15,Blue Ocean (藍海詞)
身體,14,7.0,7.785714285714286,0.5,3.7142857142857144,0.0,0.07142857142857142,7,14,Blue Ocean (藍海詞)
轉型,17,2.0,4.411764705882353,1.0,2.823529411764706,0.0,0.35294117647058826,3,17,Star (明星詞)
辦法,14,4.5,18.214285714285715,1.5,4.714285714285714,0.0,0.07142857142857142,10,14,Blue Ocean (藍海詞)
透過,14,2.0,3.7857142857142856,0.0,0.6428571428571429,0.0,0.14285714285714285,8,14,Blue Ocean (藍海詞)
這件,11,2.0,8.545454545454545,0.0,2.8181818181818183,0.0,0.36363636363636365,7,11,Blue Ocean (藍海詞)
這是,26,2.5,12.0,0.5,6.153846153846154,0.0,0.38461538461538464,12,26,Star (明星詞)
連假,12,3.0,2.3333333333333335,0.0,0.0,0.0,0.0,2,12,Blue Ocean (藍海詞)
連結,23,1.0,3.391304347826087,0.0,1.1304347826086956,0.0,0.21739130434782608,9,23,Red Ocean (紅海詞)
遇到,24,15.0,36.75,2.0,3.7916666666666665,0.0,0.9583333333333334,9,24,Star (明星詞)
運費,21,0.0,0.6190476190476191,0.0,0.0,0.0,0.0,2,21,Red Ocean (紅海詞)
過年,13,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,2,13,Avoid (避開)
過程,15,3.0,6.0,0.0,1.0,0.0,0.2,11,15,Blue Ocean (藍海詞)
適合,41,1.0,3.4634146341463414,0.0,1.9024390243902438,0.0,0.0,12,41,Red Ocean (紅海詞)
選擇,26,3.0,4.846153846153846,0.0,1.0769230769230769,0.0,0.11538461538461539,11,26,Star (明星詞)
還要,10,2.0,3.5,0.0,0.2,0.0,0.0,6,10,Blue Ocean (藍海詞)
重新,11,3.0,6.454545454545454,0.0,0.5454545454545454,1.0,0.6363636363636364,6,11,Blue Ocean (藍海詞)
重要,27,4.0,15.481481481481481,1.0,2.111111111111111,0.0,0.18518518518518517,10,27,Star (明星詞)
重點,13,3.0,4.923076923076923,0.0,0.6923076923076923,0.0,0.0,9,13,Blue Ocean (藍海詞)
針織,12,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,2,12,Avoid (避開)
銷售,25,1.0,3.28,0.0,0.68,0.0,0.16,6,25,Red Ocean (紅海詞)
開店,24,2.0,4.041666666666667,0.0,2.125,0.0,0.0,2,24,Star (明星詞)
開心,22,10.0,17.90909090909091,1.0,6.545454545454546,0.0,0.0,12,22,Star (明星詞)
開發,11,2.0,12.363636363636363,0.0,2.909090909090909,0.0,0.2727272727272727,4,11,Blue Ocean (藍海詞)
關鍵,24,3.0,2.4166666666666665,1.0,1.375,0.0,0.125,7,24,Star (明星詞)
限定,14,0.0,0.7857142857142857,0.0,0.21428571428571427,0.0,0.14285714285714285,3,14,Avoid (避開)
限超商,28,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1,28,Red Ocean (紅海詞)
雙追,37,2.0,12.432432432432432,3.0,23.72972972972973,0.0,0.08108108108108109,4,37,Star (明星詞)
需求,13,0.0,6.538461538461538,0.0,12.23076923076923,0.0,0.15384615384615385,6,13,Avoid (避開)
需要,62,3.0,8.64516129032258,0.0,1.8225806451612903,0.0,0.1774193548387097,19,62,Star (明星詞)
靈魂,15,3.0,3.2666666666666666,1.0,1.7333333333333334,0.0,0.4,5,15,Blue Ocean (藍海詞)
面試,23,26.0,90.26086956521739,2.0,9.043478260869565,0.0,0.9130434782608695,2,23,Star (明星詞)
面談,18,1.0,1.2777777777777777,0.0,0.2222222222222222,0.0,0.0,2,18,Red Ocean (紅海詞)
預算,10,2.5,3.5,1.0,2.7,0.0,0.0,3,10,Blue Ocean (藍海詞)
預約,25,1.0,1.36,0.0,0.4,0.0,0.04,5,25,Red Ocean (紅海詞)
預購,108,0.0,0.5092592592592593,0.0,0.24074074074074073,0.0,0.037037037037037035,4,108,Red Ocean (紅海詞)
頻率,12,2.0,16.166666666666668,2.0,3.25,1.0,0.6666666666666666,5,12,Blue Ocean (藍海詞)
顏色,74,0.0,1.027027027027027,0.0,0.08108108108108109,0.0,0.013513513513513514,7,74,Red Ocean (紅海詞)
願意,13,5.0,31.46153846153846,0.0,1.5384615384615385,0.0,0.6923076923076923,9,13,Blue Ocean (藍海詞)
顧問,16,1.0,3.8125,0.0,0.9375,0.0,0.125,2,16,Red Ocean (紅海詞)
顧客,17,2.0,2.0,0.0,0.058823529411764705,0.0,0.17647058823529413,2,17,Star (明星詞)
飾品,16,2.0,2.625,0.0,0.1875,0.0,0.0,3,16,Star (明星詞)
體驗,19,3.0,12.578947368421053,0.0,3.0526315789473686,0.0,0.631578947368421,8,19,Star (明星詞)
高價,16,1.5,2.625,0.0,0.1875,0.0,0.0,2,16,Red Ocean (紅海詞)
高級,14,2.0,1.6428571428571428,0.0,0.14285714285714285,0.0,0.0,3,14,Blue Ocean (藍海詞)
高雄,35,2.0,3.2,0.0,1.542857142857143,0.0,0.0,3,35,Star (明星詞)
高雄人,17,1.0,1.3529411764705883,0.0,0.4117647058823529,0.0,0.0,1,17,Red Ocean (紅海詞)
