words,count,like_count_median,like_count_mean,reply_count_median,reply_count_mean,repost_count_median,repost_count_mean,distinct_creators
.....,11,38.0,115.81818181818181,26.0,110.54545454545455,0.0,1.3636363636363635,5
0%,35,1.0,1.0,0.0,0.37142857142857144,0.0,0.02857142857142857,9
0.8,26,19.0,21.384615384615383,0.0,1.5384615384615385,1.0,0.9230769230769231,1
000,47,5.0,13.829787234042554,1.0,4.468085106382978,0.0,0.3617021276595745,16
01,10,3.5,5.0,0.0,1.3,0.0,0.0,7
02,14,3.0,3.642857142857143,0.0,0.21428571428571427,0.0,0.07142857142857142,4
06,24,2.0,3.0,0.0,0.4166666666666667,0.0,0.041666666666666664,5
07,22,3.0,4.2272727272727275,0.0,0.2727272727272727,0.0,0.18181818181818182,7
08,34,2.0,2.9411764705882355,0.0,0.29411764705882354,0.0,0.029411764705882353,7
09,16,2.0,3.1875,0.0,0.5,0.0,0.0,7
1%,15,6.0,10.866666666666667,0.0,0.8666666666666667,0.0,0.26666666666666666,7
1.1,18,33.5,39.833333333333336,1.0,11.444444444444445,1.0,0.7777777777777778,5
1.2,22,16.0,29.272727272727273,0.0,0.7727272727272727,0.0,0.8181818181818182,3
1.3,16,11.0,14.875,0.0,0.6875,1.0,0.8125,1
1.5,41,17.0,22.29268292682927,0.0,1.4390243902439024,1.0,0.8292682926829268,7
10%,20,24.0,60.75,1.5,4.9,0.5,1.65,9
100%,34,15.0,45.0,2.0,4.411764705882353,0.0,2.0294117647058822,19
10000,13,34.0,68.84615384615384,14.0,18.615384615384617,0.0,0.38461538461538464,7
100cm,13,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,1
101,19,50.0,88.84210526315789,39.0,31.94736842105263,2.0,3.4210526315789473,8
110,86,0.0,1.6744186046511629,0.0,0.06976744186046512,0.0,0.20930232558139536,4
1111,12,26.0,32.5,5.0,18.0,0.0,0.6666666666666666,3
120,79,0.0,0.8481012658227848,0.0,0.0759493670886076,0.0,0.0,4
130,67,0.0,0.26865671641791045,0.0,0.04477611940298507,0.0,0.0,2
130cm,10,0.0,0.3,0.0,0.0,0.0,0.0,1
140,44,0.0,0.4318181818181818,0.0,0.022727272727272728,0.0,0.0,4
140cm,10,0.0,0.3,0.0,0.0,0.0,0.0,1
149,23,3.0,4.391304347826087,0.0,0.5217391304347826,0.0,0.6086956521739131,4
15%,11,9.0,55.54545454545455,0.0,2.272727272727273,1.0,1.9090909090909092,6
150,43,1.0,20.72093023255814,0.0,6.813953488372093,0.0,0.5813953488372093,15
1500,11,108.0,98.18181818181819,21.0,20.272727272727273,2.0,3.090909090909091,7
160,17,0.0,0.47058823529411764,0.0,0.058823529411764705,0.0,0.0,3
17%,11,0.0,1.6363636363636365,0.0,0.18181818181818182,0.0,0.0,5
17000,11,117.0,132.0909090909091,55.0,64.27272727272727,0.0,0.36363636363636365,1
1800,43,0.0,1.2790697674418605,0.0,0.06976744186046512,0.0,0.37209302325581395,4
18000,10,146.0,242.1,66.5,70.7,0.0,1.1,1
1M,40,11.0,22.175,0.0,0.975,1.0,0.675,1
1gJpq,10,2.0,3.1,0.0,0.0,0.0,0.1,1
2%,10,26.5,86.8,8.0,17.7,1.5,4.8,6
2.3,11,11.0,24.636363636363637,0.0,6.636363636363637,0.0,0.45454545454545453,5
2.5,22,14.0,18.40909090909091,0.0,0.6363636363636364,1.0,0.7272727272727273,4
20%,25,4.0,29.52,0.0,6.92,0.0,1.0,11
20000,15,87.0,97.53333333333333,36.0,36.53333333333333,1.0,1.0,2
2020,12,22.5,90.83333333333333,3.5,26.25,0.0,0.6666666666666666,8
2023,21,24.0,158.0,1.0,32.04761904761905,0.0,1.8095238095238095,8
205,23,17.0,43.34782608695652,1.0,5.304347826086956,1.0,2.608695652173913,2
219znhvu,26,3.0,3.5384615384615383,0.0,0.38461538461538464,0.0,0.038461538461538464,2
25%,10,0.0,21.4,0.0,1.1,0.0,1.1,4
250,10,13.0,46.0,1.5,6.4,0.0,1.5,9
260,19,1.0,12.368421052631579,0.0,1.9473684210526316,0.0,0.631578947368421,3
290,13,9.0,7.6923076923076925,2.0,1.4615384615384615,0.0,0.38461538461538464,6
2M,25,14.0,20.4,0.0,0.68,1.0,0.64,1
3%,13,5.0,61.84615384615385,3.0,7.923076923076923,0.0,2.8461538461538463,5
30%,11,7.0,85.9090909090909,0.0,3.272727272727273,0.0,2.4545454545454546,8
3000,37,41.0,49.432432432432435,6.0,14.945945945945946,2.0,3.5135135135135136,17
31,50,9.0,22.12,1.0,14.8,0.0,0.54,22
310,11,0.0,21.545454545454547,0.0,1.9090909090909092,0.0,1.4545454545454546,4
320,24,0.0,3.3333333333333335,0.0,1.0833333333333333,0.0,0.5,5
35,27,9.0,45.629629629629626,1.0,6.37037037037037,0.0,0.4444444444444444,20
350,13,0.0,53.53846153846154,0.0,5.6923076923076925,0.0,1.3846153846153846,7
36,17,5.0,65.05882352941177,0.0,7.882352941176471,0.0,0.9411764705882353,11
37,10,1.5,8.0,0.0,0.5,0.0,0.2,7
38,19,5.0,50.1578947368421,1.0,8.31578947368421,0.0,0.15789473684210525,7
380,10,0.0,22.9,0.0,2.7,0.0,0.1,4
399,13,1.0,1.2307692307692308,0.0,0.8461538461538461,0.0,0.3076923076923077,2
3D,11,9.0,14.272727272727273,0.0,1.9090909090909092,1.0,1.0,6
3F,37,39.0,118.97297297297297,2.0,4.621621621621622,2.0,3.945945945945946,2
3M,10,26.5,31.0,0.0,0.8,0.0,0.4,1
