words,count,like_count_median,like_count_mean,reply_count_median,reply_count_mean,repost_count_median,repost_count_mean,distinct_creators,frequency,quadrant
不斷,17,30.0,86.58823529411765,2.0,8.235294117647058,0.0,3.4705882352941178,6,17,Blue Ocean (藍海詞)
不然,21,24.0,81.76190476190476,3.0,4.809523809523809,0.0,2.0952380952380953,15,21,Star (明星詞)
不行,18,29.5,82.27777777777777,2.5,16.5,0.0,0.8888888888888888,10,18,Star (明星詞)
不錯,10,11.5,31.6,1.5,4.5,0.0,0.6,9,10,Avoid (避開)
世界,63,16.0,34.98412698412698,0.0,3.3492063492063493,0.0,0.2698412698412698,19,63,Red Ocean (紅海詞)
中山站,10,102.5,197.9,3.0,6.1,2.0,6.2,1,10,Blue Ocean (藍海詞)
主動,14,28.0,47.142857142857146,2.0,39.714285714285715,0.0,1.5,12,14,Blue Ocean (藍海詞)
主要,14,15.0,28.785714285714285,1.5,8.928571428571429,0.0,0.14285714285714285,10,14,Avoid (避開)
主題,15,10.0,34.2,1.0,1.2666666666666666,0.0,1.0,7,15,Avoid (避開)
之路,10,13.0,76.3,0.0,9.2,0.0,0.4,7,10,Avoid (避開)
之間,15,9.0,60.2,2.0,8.2,0.0,1.5333333333333334,7,15,Avoid (避開)
乳酪,17,28.0,33.0,3.0,23.176470588235293,1.0,1.0,4,17,Blue Ocean (藍海詞)
了解,26,8.5,48.96153846153846,1.0,3.5384615384615383,0.0,0.34615384615384615,12,26,Red Ocean (紅海詞)
事宸,17,2.0,3.3529411764705883,0.0,0.058823529411764705,0.0,0.058823529411764705,1,17,Avoid (避開)
事業,29,23.0,38.724137931034484,3.0,4.827586206896552,0.0,2.1379310344827585,11,29,Star (明星詞)
互動,17,10.0,92.29411764705883,0.0,52.529411764705884,0.0,1.1176470588235294,8,17,Avoid (避開)
互相,39,32.0,71.61538461538461,13.0,34.56410256410256,0.0,0.28205128205128205,10,39,Star (明星詞)
互追,47,31.0,46.48936170212766,45.0,51.319148936170215,1.0,0.8723404255319149,3,47,Star (明星詞)
亞洲,10,11.5,10.9,1.0,2.4,2.5,3.3,1,10,Avoid (避開)
交流,15,14.0,22.533333333333335,3.0,9.266666666666667,0.0,1.3333333333333333,7,15,Avoid (避開)
享受,16,12.5,75.375,3.0,7.0,0.0,0.1875,9,16,Avoid (避開)
人來,12,21.0,27.75,1.0,2.6666666666666665,0.0,0.75,9,12,Blue Ocean (藍海詞)
人力,20,98.0,88.15,12.0,11.15,3.0,2.45,3,20,Star (明星詞)
人會,13,41.0,160.3846153846154,2.0,7.846153846153846,2.0,2.1538461538461537,8,13,Blue Ocean (藍海詞)
人潮,10,84.5,82.9,4.0,5.9,1.0,1.1,5,10,Blue Ocean (藍海詞)
人物,15,31.0,39.6,4.0,7.0,1.0,4.933333333333334,1,15,Blue Ocean (藍海詞)
人生,119,10.0,44.470588235294116,1.0,5.428571428571429,0.0,0.9915966386554622,23,119,Red Ocean (紅海詞)
今年,71,13.0,51.57746478873239,3.0,10.309859154929578,0.0,0.7605633802816901,18,71,Red Ocean (紅海詞)
介紹,25,28.0,43.36,3.0,4.96,1.0,2.16,12,25,Star (明星詞)
仍然,10,30.5,62.1,2.0,6.3,0.0,2.1,6,10,Blue Ocean (藍海詞)
付出,11,4.0,12.090909090909092,0.0,0.2727272727272727,0.0,0.36363636363636365,4,11,Avoid (避開)
付費,10,7.0,7.5,0.0,2.7,0.0,0.1,5,10,Avoid (避開)
代表,30,8.0,48.2,0.5,4.833333333333333,0.0,1.0,17,30,Red Ocean (紅海詞)
以上,42,23.0,75.61904761904762,3.0,8.571428571428571,1.0,3.142857142857143,14,42,Star (明星詞)
以下,18,16.5,78.88888888888889,4.0,7.444444444444445,0.0,4.111111111111111,10,18,Red Ocean (紅海詞)
以及,10,13.5,102.7,0.5,2.8,0.0,0.5,8,10,Avoid (避開)
以外,15,80.0,124.26666666666667,3.0,5.733333333333333,1.0,5.0,6,15,Blue Ocean (藍海詞)
以為,15,19.0,98.26666666666667,1.0,17.333333333333332,0.0,0.7333333333333333,9,15,Blue Ocean (藍海詞)
任務,12,17.0,18.416666666666668,1.0,1.6666666666666667,0.0,0.6666666666666666,6,12,Avoid (避開)
企劃,21,9.0,24.238095238095237,1.0,3.619047619047619,0.0,0.7619047619047619,7,21,Red Ocean (紅海詞)
企業,30,5.0,11.3,0.0,1.8666666666666667,0.0,0.2,9,30,Red Ocean (紅海詞)
休息,24,22.0,39.416666666666664,3.0,6.333333333333333,0.0,0.2916666666666667,12,24,Star (明星詞)
位數,17,1.0,16.058823529411764,0.0,2.1176470588235294,0.0,0.4117647058823529,3,17,Avoid (避開)
位置,13,9.0,20.076923076923077,0.0,0.6153846153846154,0.0,0.6153846153846154,9,13,Avoid (避開)
作品,20,36.5,116.8,1.0,16.45,0.0,2.1,8,20,Star (明星詞)
作者,17,17.0,36.76470588235294,1.0,13.0,0.0,0.5882352941176471,8,17,Avoid (避開)
你會,18,11.5,34.111111111111114,2.0,32.77777777777778,0.0,0.6666666666666666,14,18,Red Ocean (紅海詞)
你現,16,1.0,33.375,0.0,2.0,0.0,0.1875,5,16,Avoid (避開)
使用,34,10.0,51.0,1.5,3.5294117647058822,0.0,1.6764705882352942,15,34,Red Ocean (紅海詞)
使用者,10,7.5,8.9,1.5,1.5,0.0,0.2,4,10,Avoid (避開)
例如,20,24.0,44.8,0.5,6.5,0.0,2.2,6,20,Star (明星詞)
供應,10,17.0,68.6,1.0,6.8,0.0,0.5,6,10,Avoid (避開)
便宜,29,23.0,57.03448275862069,2.0,8.068965517241379,1.0,1.1724137931034482,14,29,Star (明星詞)
保持,12,26.0,83.33333333333333,1.0,4.166666666666667,0.0,0.6666666666666666,7,12,Blue Ocean (藍海詞)
保護,11,41.0,104.63636363636364,2.0,5.363636363636363,0.0,4.090909090909091,8,11,Blue Ocean (藍海詞)
信任,21,6.0,21.476190476190474,0.0,2.761904761904762,0.0,0.38095238095238093,12,21,Red Ocean (紅海詞)
信心,10,42.5,53.7,11.0,13.5,0.0,0.1,6,10,Blue Ocean (藍海詞)
倉庫,18,141.0,160.61111111111111,26.0,21.27777777777778,1.0,1.2777777777777777,2,18,Star (明星詞)
個人品牌,18,26.5,29.444444444444443,3.0,2.888888888888889,0.0,0.3888888888888889,4,18,Star (明星詞)
個案,34,0.0,1.7352941176470589,0.0,0.6764705882352942,0.0,0.0,2,34,Red Ocean (紅海詞)
倒數,14,7.5,10.357142857142858,1.0,1.1428571428571428,0.0,0.6428571428571429,4,14,Avoid (避開)
值得,42,11.0,36.857142857142854,0.0,3.0238095238095237,0.0,0.7380952380952381,16,42,Red Ocean (紅海詞)
假日,12,24.5,60.75,2.5,4.583333333333333,0.0,1.1666666666666667,7,12,Blue Ocean (藍海詞)
做出,16,39.0,138.5,4.5,7.6875,0.5,4.9375,9,16,Blue Ocean (藍海詞)
做到,40,26.0,85.45,2.5,14.6,0.0,2.2,17,40,Star (明星詞)
做好,24,29.0,48.166666666666664,2.0,7.166666666666667,0.0,0.875,11,24,Star (明星詞)
停下,13,2.0,14.0,0.0,1.2307692307692308,0.0,0.7692307692307693,8,13,Avoid (避開)
健康,24,9.5,25.458333333333332,1.0,3.0833333333333335,0.0,1.0,10,24,Red Ocean (紅海詞)
健身,13,83.0,100.38461538461539,4.0,10.846153846153847,1.0,1.4615384615384615,6,13,Blue Ocean (藍海詞)
偷偷,20,54.5,91.05,5.5,11.5,1.0,1.5,13,20,Star (明星詞)
傳統,15,0.0,5.666666666666667,0.0,0.6,0.0,0.2,5,15,Avoid (避開)
像是,27,15.0,69.51851851851852,1.0,7.407407407407407,0.0,0.8148148148148148,13,27,Red Ocean (紅海詞)
價值,52,11.0,32.51923076923077,1.0,3.8461538461538463,0.0,0.7115384615384616,14,52,Red Ocean (紅海詞)
價格,33,18.0,41.63636363636363,2.0,4.787878787878788,0.0,1.4545454545454546,11,33,Red Ocean (紅海詞)
優先,11,3.0,61.0,0.0,5.7272727272727275,0.0,1.2727272727272727,7,11,Avoid (避開)
優勢,10,15.5,51.4,2.5,6.6,1.0,4.2,8,10,Avoid (避開)
優化,20,13.0,29.4,1.0,5.2,0.0,1.05,8,20,Red Ocean (紅海詞)
優惠,23,24.0,40.78260869565217,2.0,4.043478260869565,1.0,2.217391304347826,10,23,Star (明星詞)
優質,10,6.5,24.6,0.0,25.1,0.0,0.0,5,10,Avoid (避開)
充滿,16,18.5,63.875,3.0,8.4375,0.0,0.25,6,16,Avoid (避開)
先來,10,22.0,58.6,27.0,85.2,0.0,0.5,2,10,Blue Ocean (藍海詞)
免費,32,16.5,66.0625,2.0,5.3125,0.5,11.6875,11,32,Red Ocean (紅海詞)
免運,25,25.0,81.96,2.0,8.12,1.0,4.48,6,25,Star (明星詞)
內心,13,19.0,38.38461538461539,2.0,10.461538461538462,0.0,0.15384615384615385,8,13,Blue Ocean (藍海詞)
全家,10,4.5,15.0,0.0,0.5,0.0,1.0,3,10,Avoid (避開)
全職,13,51.0,58.76923076923077,4.0,5.923076923076923,0.0,0.46153846153846156,5,13,Blue Ocean (藍海詞)
全部,15,18.0,35.4,2.0,5.0,0.0,0.6,11,15,Avoid (避開)
兩個,30,26.0,95.36666666666666,2.5,10.3,0.0,2.8333333333333335,15,30,Star (明星詞)
公司,90,39.0,85.22222222222223,3.0,11.188888888888888,0.0,0.9222222222222223,17,90,Star (明星詞)
公益,10,2.5,8.8,0.0,7.9,0.0,0.3,2,10,Avoid (避開)
再來,12,31.5,97.41666666666667,5.0,13.833333333333334,1.0,2.5,8,12,Blue Ocean (藍海詞)
冬天,12,21.0,50.583333333333336,2.0,3.1666666666666665,0.0,0.08333333333333333,6,12,Blue Ocean (藍海詞)
出去,29,29.0,87.3103448275862,4.0,5.758620689655173,0.0,1.896551724137931,11,29,Star (明星詞)
出國,12,22.5,76.58333333333333,2.5,4.583333333333333,0.0,1.5833333333333333,7,12,Blue Ocean (藍海詞)
出現,36,20.5,40.5,1.5,10.583333333333334,0.0,0.19444444444444445,15,36,Star (明星詞)
出貨,46,68.0,78.21739130434783,6.0,14.41304347826087,1.0,1.2391304347826086,9,46,Star (明星詞)
出門,18,19.5,23.666666666666668,3.0,4.277777777777778,0.0,0.3333333333333333,11,18,Star (明星詞)
分享,141,19.0,47.46099290780142,2.0,10.900709219858156,0.0,1.8865248226950355,25,141,Star (明星詞)
分析,12,7.5,46.0,0.5,3.0833333333333335,0.0,8.0,6,12,Avoid (避開)
分鐘,25,22.0,56.48,3.0,11.04,0.0,0.52,10,25,Star (明星詞)
划算,10,20.0,27.8,0.5,4.8,1.0,2.0,5,10,Blue Ocean (藍海詞)
利潤,10,76.5,60.3,4.0,5.2,2.5,2.0,5,10,Blue Ocean (藍海詞)
到現,13,110.0,137.0,12.0,27.153846153846153,0.0,1.7692307692307692,12,13,Blue Ocean (藍海詞)
前進,14,19.0,80.64285714285714,1.0,36.785714285714285,0.0,0.42857142857142855,10,14,Blue Ocean (藍海詞)
剛剛,35,23.0,43.857142857142854,2.0,9.114285714285714,0.0,0.6571428571428571,20,35,Star (明星詞)
剛好,29,27.0,52.724137931034484,3.0,7.103448275862069,1.0,2.9310344827586206,13,29,Star (明星詞)
剩下,14,10.0,13.928571428571429,0.0,1.9285714285714286,0.0,0.8571428571428571,11,14,Avoid (避開)
副業,13,1.0,22.615384615384617,0.0,2.076923076923077,0.0,0.07692307692307693,4,13,Avoid (避開)
創意,15,10.0,17.333333333333332,0.0,2.8666666666666667,0.0,0.3333333333333333,9,15,Avoid (避開)
創業,356,23.0,57.848314606741575,3.0,21.348314606741575,0.0,0.8174157303370787,24,356,Star (明星詞)
創業者,16,10.5,23.5,2.0,16.9375,0.0,0.125,5,16,Avoid (避開)
創造,26,28.5,73.6923076923077,2.5,9.076923076923077,0.0,1.0384615384615385,8,26,Star (明星詞)
力量,26,5.0,13.923076923076923,0.0,1.1153846153846154,0.0,0.38461538461538464,8,26,Red Ocean (紅海詞)
功能,17,24.0,43.411764705882355,3.0,3.588235294117647,0.0,4.588235294117647,8,17,Blue Ocean (藍海詞)
加上,21,28.0,82.19047619047619,2.0,12.0,0.0,1.619047619047619,10,21,Star (明星詞)
加入,32,8.0,30.8125,0.0,6.6875,0.0,0.5625,12,32,Red Ocean (紅海詞)
加油,47,31.0,54.787234042553195,29.0,53.57446808510638,0.0,1.0212765957446808,9,47,Star (明星詞)
加班,13,17.0,64.84615384615384,2.0,3.6923076923076925,0.0,0.9230769230769231,9,13,Avoid (避開)
助理,10,4.5,6.8,1.0,1.7,0.0,0.1,3,10,Avoid (避開)
努力,130,19.5,62.56153846153846,1.0,25.06153846153846,0.0,0.8076923076923077,25,130,Star (明星詞)
勇敢,14,15.0,53.642857142857146,1.0,8.142857142857142,0.0,0.42857142857142855,4,14,Avoid (避開)
動力,12,19.5,26.666666666666668,1.0,3.5833333333333335,0.0,0.25,7,12,Blue Ocean (藍海詞)
動態,12,10.0,49.333333333333336,0.0,2.4166666666666665,0.0,1.0833333333333333,4,12,Avoid (避開)
包含,21,6.0,18.285714285714285,0.0,2.0952380952380953,0.0,0.5714285714285714,8,21,Red Ocean (紅海詞)
包材,10,21.5,37.5,2.0,4.2,0.0,0.5,3,10,Blue Ocean (藍海詞)
包裝,22,35.0,42.77272727272727,3.0,3.409090909090909,0.0,0.9545454545454546,10,22,Star (明星詞)
包裹,14,95.0,101.42857142857143,3.0,10.857142857142858,1.0,1.0714285714285714,4,14,Blue Ocean (藍海詞)
包貨,17,5.0,30.529411764705884,0.0,4.470588235294118,0.0,0.5294117647058824,4,17,Avoid (避開)
升級,27,1.0,40.22222222222222,0.0,5.37037037037037,0.0,0.6666666666666666,8,27,Red Ocean (紅海詞)
半夜,12,17.0,29.083333333333332,2.5,4.333333333333333,0.0,0.3333333333333333,8,12,Avoid (避開)
協助,17,1.0,16.58823529411765,0.0,1.9411764705882353,0.0,0.058823529411764705,5,17,Avoid (避開)
即便,10,29.0,26.6,2.0,2.5,0.0,0.4,3,10,Blue Ocean (藍海詞)
即可,16,13.5,16.5,1.0,5.1875,0.0,0.875,3,16,Avoid (避開)
即將,11,38.0,28.636363636363637,1.0,4.2727272727272725,0.0,3.3636363636363638,7,11,Blue Ocean (藍海詞)
原來,31,9.0,46.61290322580645,1.0,2.838709677419355,0.0,1.2258064516129032,17,31,Red Ocean (紅海詞)
原因,17,23.0,70.05882352941177,2.0,7.176470588235294,0.0,0.23529411764705882,10,17,Blue Ocean (藍海詞)
原料,12,1.0,2.5833333333333335,0.0,0.9166666666666666,0.0,0.25,4,12,Avoid (避開)
原本,22,22.5,34.63636363636363,3.0,4.954545454545454,0.0,0.45454545454545453,10,22,Star (明星詞)
厲害,20,34.5,44.65,3.0,15.95,0.0,0.0,8,20,Star (明星詞)
去年,21,23.0,37.04761904761905,1.0,2.8095238095238093,0.0,0.2857142857142857,10,21,Star (明星詞)
參加,25,23.0,50.88,3.0,8.08,0.0,2.4,13,25,Star (明星詞)
參考,19,19.0,28.63157894736842,1.0,16.157894736842106,0.0,0.5789473684210527,9,19,Star (明星詞)
反而,30,8.5,23.1,0.0,2.2666666666666666,0.0,0.23333333333333334,12,30,Red Ocean (紅海詞)
取代,12,13.5,23.833333333333332,2.0,2.0833333333333335,0.0,0.5,5,12,Avoid (避開)
受眾,26,8.0,30.192307692307693,0.0,1.0,0.0,0.6153846153846154,5,26,Red Ocean (紅海詞)
口味,27,38.0,48.22222222222222,4.0,5.592592592592593,1.0,2.074074074074074,10,27,Star (明星詞)
另外,18,39.0,70.22222222222223,4.0,7.666666666666667,1.0,1.2777777777777777,12,18,Star (明星詞)
只會,18,6.0,13.722222222222221,0.5,1.7222222222222223,0.0,0.0,10,18,Red Ocean (紅海詞)
只能,38,20.0,84.34210526315789,3.0,7.394736842105263,0.0,2.0526315789473686,19,38,Star (明星詞)
可怕,10,12.0,81.2,3.0,24.2,0.0,1.1,7,10,Avoid (避開)
可是,10,12.0,35.0,0.0,0.8,0.0,0.1,5,10,Avoid (避開)
台中,13,18.0,17.307692307692307,0.0,8.923076923076923,0.0,0.38461538461538464,2,13,Avoid (避開)
台北,25,8.0,68.28,1.0,8.48,0.0,0.52,8,25,Red Ocean (紅海詞)
台灣,37,11.0,22.89189189189189,0.0,2.5945945945945947,0.0,1.0,12,37,Red Ocean (紅海詞)
各位,48,33.5,59.875,8.0,34.020833333333336,0.0,1.5625,17,48,Star (明星詞)
合作,50,11.5,31.94,1.0,13.64,0.0,0.36,15,50,Red Ocean (紅海詞)
同一,11,8.0,12.454545454545455,0.0,1.0909090909090908,0.0,0.0,8,11,Avoid (避開)
同事,12,19.5,36.833333333333336,2.0,4.583333333333333,0.0,0.16666666666666666,6,12,Blue Ocean (藍海詞)
同時,18,19.0,47.888888888888886,1.5,6.222222222222222,0.0,0.3333333333333333,11,18,Star (明星詞)
同樣,15,32.0,56.6,2.0,3.6666666666666665,1.0,3.7333333333333334,10,15,Blue Ocean (藍海詞)
吐司,39,21.0,34.61538461538461,2.0,6.205128205128205,2.0,2.3076923076923075,2,39,Star (明星詞)
吸引,28,28.5,80.67857142857143,1.0,4.428571428571429,0.0,2.4285714285714284,11,28,Star (明星詞)
呈現,13,46.0,100.61538461538461,5.0,6.923076923076923,1.0,5.461538461538462,5,13,Blue Ocean (藍海詞)
告訴,17,22.0,83.58823529411765,2.0,7.588235294117647,1.0,2.0588235294117645,11,17,Blue Ocean (藍海詞)
味道,29,25.0,43.758620689655174,3.0,6.827586206896552,0.0,1.1379310344827587,9,29,Star (明星詞)
咖啡,20,9.0,39.65,2.5,5.95,0.0,0.7,10,20,Red Ocean (紅海詞)
品牌,126,18.5,50.57142857142857,2.0,21.706349206349206,0.0,1.6111111111111112,13,126,Red Ocean (紅海詞)
品質,37,42.0,75.48648648648648,4.0,8.486486486486486,0.0,0.7837837837837838,9,37,Star (明星詞)
哈哈哈,18,34.0,148.16666666666666,6.5,11.833333333333334,0.0,0.8333333333333334,8,18,Star (明星詞)
哪些,21,17.0,168.8095238095238,5.0,20.142857142857142,1.0,1.5238095238095237,9,21,Red Ocean (紅海詞)
哪裡,25,20.0,74.68,7.0,10.96,0.0,1.76,12,25,Star (明星詞)
售完,10,90.5,94.1,8.0,12.6,2.0,2.4,3,10,Blue Ocean (藍海詞)
商品,138,57.0,78.71014492753623,3.0,16.797101449275363,1.0,2.1594202898550723,11,138,Star (明星詞)
喜歡,181,28.0,97.06077348066299,3.0,15.917127071823204,0.0,2.314917127071823,23,181,Star (明星詞)
單價,12,163.0,203.25,21.0,22.416666666666668,5.0,9.25,3,12,Blue Ocean (藍海詞)
單純,12,9.0,18.25,0.0,1.4166666666666667,0.0,0.25,10,12,Avoid (避開)
單追,12,54.0,53.5,82.0,73.5,0.5,0.75,1,12,Blue Ocean (藍海詞)
嘗試,36,35.5,54.333333333333336,2.0,4.166666666666667,0.0,0.9444444444444444,9,36,Star (明星詞)
四年,28,20.0,37.285714285714285,2.0,5.928571428571429,0.0,0.2857142857142857,3,28,Star (明星詞)
回到,18,13.0,29.72222222222222,2.0,5.888888888888889,0.0,0.1111111111111111,9,18,Red Ocean (紅海詞)
回家,22,18.0,40.13636363636363,3.0,4.409090909090909,0.0,0.9090909090909091,12,22,Red Ocean (紅海詞)
回應,10,29.0,76.0,2.0,2.0,1.5,17.6,6,10,Blue Ocean (藍海詞)
回收,11,0.0,12.090909090909092,0.0,1.3636363636363635,0.0,0.09090909090909091,2,11,Avoid (避開)
回覆,18,15.0,32.27777777777778,1.0,3.0555555555555554,0.0,0.5,10,18,Red Ocean (紅海詞)
回頭,10,29.0,109.6,4.0,7.9,0.0,2.4,9,10,Blue Ocean (藍海詞)
回饋,21,41.0,48.42857142857143,5.0,9.476190476190476,2.0,3.380952380952381,10,21,Star (明星詞)
