words,count,like_count_median,like_count_mean,reply_count_median,reply_count_mean,repost_count_median,repost_count_mean,distinct_creators,frequency,quadrant
困擾,13,7.0,17.153846153846153,2.0,5.076923076923077,0.0,0.23076923076923078,7,13,Avoid (避開)
固定,10,14.0,71.1,0.0,4.7,0.0,1.5,7,10,Avoid (避開)
圖片,27,36.0,153.03703703703704,4.0,4.925925925925926,2.0,6.0,6,27,Star (明星詞)
團隊,24,5.5,12.083333333333334,1.0,1.7083333333333333,0.0,0.875,8,24,Red Ocean (紅海詞)
在家,23,26.0,58.73913043478261,4.0,6.521739130434782,0.0,0.17391304347826086,9,23,Star (明星詞)
在意,12,37.0,215.66666666666666,1.5,10.666666666666666,1.0,2.75,7,12,Blue Ocean (藍海詞)
地震,10,7.5,22.3,0.5,2.0,0.0,0.2,6,10,Avoid (避開)
地點,12,12.0,14.333333333333334,0.5,8.25,0.0,1.0833333333333333,7,12,Avoid (避開)
執行,17,19.0,25.352941176470587,1.0,3.1176470588235294,0.0,0.4117647058823529,7,17,Blue Ocean (藍海詞)
基本,17,14.0,30.235294117647058,3.0,5.294117647058823,0.0,1.1764705882352942,7,17,Avoid (避開)
基礎,10,206.0,126.5,10.0,6.4,45.0,27.0,5,10,Blue Ocean (藍海詞)
堅持,22,48.0,88.9090909090909,8.5,43.36363636363637,0.0,1.4545454545454546,14,22,Star (明星詞)
報名,24,9.0,11.25,0.5,3.4583333333333335,0.0,0.625,10,24,Red Ocean (紅海詞)
增加,27,21.0,94.11111111111111,2.0,6.333333333333333,0.0,3.8518518518518516,13,27,Star (明星詞)
壓力,38,16.5,46.76315789473684,0.5,9.105263157894736,0.0,0.5526315789473685,17,38,Red Ocean (紅海詞)
多少,40,24.0,82.925,2.5,6.25,0.0,1.075,14,40,Star (明星詞)
夥伴,26,10.5,15.653846153846153,1.0,1.5769230769230769,0.0,0.2692307692307692,9,26,Red Ocean (紅海詞)
大學,13,24.0,111.53846153846153,1.0,5.846153846153846,0.0,0.46153846153846156,5,13,Blue Ocean (藍海詞)
大部分,11,57.0,65.27272727272727,3.0,2.727272727272727,0.0,0.7272727272727273,5,11,Blue Ocean (藍海詞)
大量,13,23.0,88.53846153846153,3.0,7.6923076923076925,1.0,1.7692307692307692,9,13,Blue Ocean (藍海詞)
天氣,31,30.0,58.54838709677419,3.0,7.838709677419355,0.0,1.1935483870967742,13,31,Star (明星詞)
天然,11,51.0,61.45454545454545,3.0,6.181818181818182,1.0,3.6363636363636362,4,11,Blue Ocean (藍海詞)
太多,16,32.0,57.625,1.5,3.375,0.0,1.4375,8,16,Blue Ocean (藍海詞)
失去,15,29.0,135.4,1.0,2.466666666666667,0.0,4.533333333333333,8,15,Blue Ocean (藍海詞)
失敗,14,35.0,43.92857142857143,3.0,7.928571428571429,0.0,0.6428571428571429,8,14,Blue Ocean (藍海詞)
夾心,34,10.0,134.7058823529412,3.0,30.352941176470587,1.0,1.6176470588235294,1,34,Red Ocean (紅海詞)
女兒,11,9.0,17.454545454545453,4.0,5.7272727272727275,0.0,0.18181818181818182,5,11,Avoid (避開)
女孩,40,5.5,9.8,4.0,7.625,0.0,0.025,2,40,Red Ocean (紅海詞)
女性,10,5.0,6.1,0.0,0.8,0.0,0.2,2,10,Avoid (避開)
女生,95,4.0,14.157894736842104,0.0,3.557894736842105,0.0,0.21052631578947367,5,95,Red Ocean (紅海詞)
奶酥,23,31.0,40.08695652173913,3.0,6.260869565217392,3.0,3.1739130434782608,1,23,Star (明星詞)
好吃,36,33.5,81.33333333333333,6.0,16.944444444444443,1.0,2.138888888888889,10,36,Star (明星詞)
好多,23,23.0,50.56521739130435,2.0,5.739130434782608,0.0,0.6086956521739131,13,23,Star (明星詞)
好奇,17,20.0,149.52941176470588,13.0,48.0,0.0,0.7058823529411765,8,17,Blue Ocean (藍海詞)
好好,42,21.5,56.333333333333336,1.5,8.476190476190476,0.0,0.38095238095238093,17,42,Star (明星詞)
好玩,16,22.5,50.5625,2.5,6.0625,0.0,0.5625,12,16,Blue Ocean (藍海詞)
好看,18,24.0,94.44444444444444,2.0,4.111111111111111,0.0,2.8333333333333335,9,18,Star (明星詞)
如下,10,9.5,113.2,3.5,31.1,0.0,24.6,6,10,Avoid (避開)
妹妹,11,25.0,78.54545454545455,2.0,1.9090909090909092,0.0,0.09090909090909091,3,11,Blue Ocean (藍海詞)
媽媽,16,29.0,58.0625,3.0,4.25,0.0,0.6875,7,16,Blue Ocean (藍海詞)
存在,17,10.0,36.529411764705884,2.0,2.764705882352941,0.0,0.7058823529411765,12,17,Avoid (避開)
存款,15,30.0,145.06666666666666,2.0,9.133333333333333,0.0,1.8666666666666667,6,15,Blue Ocean (藍海詞)
孩子,12,12.0,15.083333333333334,2.0,5.416666666666667,0.0,0.08333333333333333,6,12,Avoid (避開)
學員,10,5.5,6.4,0.0,0.5,0.0,0.2,4,10,Avoid (避開)
學會,20,22.5,58.5,0.0,6.15,0.0,0.4,9,20,Star (明星詞)
學生,19,12.0,34.68421052631579,1.0,3.8947368421052633,0.0,0.3157894736842105,9,19,Red Ocean (紅海詞)
學習,48,32.0,61.354166666666664,2.0,6.583333333333333,0.0,1.6666666666666667,14,48,Star (明星詞)
宇宙,13,4.0,12.23076923076923,0.0,1.3076923076923077,0.0,0.3076923076923077,8,13,Avoid (避開)
安全,13,9.0,13.923076923076923,2.0,4.923076923076923,0.0,0.0,8,13,Avoid (避開)
安心,15,19.0,46.2,1.0,5.4,1.0,3.2666666666666666,8,15,Blue Ocean (藍海詞)
安息,11,9.0,28.727272727272727,3.0,3.0,0.0,0.0,1,11,Avoid (避開)
安排,22,21.0,59.86363636363637,2.5,5.681818181818182,0.0,1.1818181818181819,9,22,Star (明星詞)
安親,16,40.0,45.875,48.5,53.1875,0.0,0.5,1,16,Blue Ocean (藍海詞)
完售,23,132.0,132.6086956521739,12.0,13.869565217391305,1.0,1.173913043478261,3,23,Star (明星詞)
完成,56,10.0,18.642857142857142,1.0,3.0535714285714284,0.0,0.35714285714285715,13,56,Red Ocean (紅海詞)
完整,34,12.5,35.88235294117647,1.0,7.794117647058823,0.0,0.6176470588235294,12,34,Red Ocean (紅海詞)
完美,15,4.0,21.4,0.0,2.3333333333333335,0.0,0.7333333333333333,8,15,Avoid (避開)
官方,11,6.0,12.090909090909092,0.0,1.0909090909090908,0.0,1.4545454545454546,5,11,Avoid (避開)
官網,17,13.0,152.52941176470588,3.0,49.411764705882355,0.0,1.1764705882352942,6,17,Avoid (避開)
定位,12,5.0,25.5,1.0,2.6666666666666665,0.0,0.3333333333333333,8,12,Avoid (避開)
客人,82,30.0,92.54878048780488,5.0,11.658536585365853,0.0,1.4390243902439024,18,82,Star (明星詞)
客戶,76,9.0,76.73684210526316,0.0,3.210526315789474,0.0,2.75,13,76,Red Ocean (紅海詞)
客服,10,25.0,82.3,4.5,8.9,0.0,0.8,8,10,Blue Ocean (藍海詞)
宣布,10,14.5,128.1,1.5,34.0,0.0,24.6,6,10,Avoid (避開)
害怕,12,13.5,149.66666666666666,1.5,2.8333333333333335,0.0,5.666666666666667,7,12,Avoid (避開)
家人,20,48.0,39.05,1.0,6.75,0.0,0.95,11,20,Star (明星詞)
家庭,10,10.0,22.0,2.0,2.3,0.0,0.3,5,10,Avoid (避開)
容易,40,18.0,60.425,2.0,13.775,0.0,1.725,18,40,Red Ocean (紅海詞)
實務,11,6.0,6.818181818181818,0.0,0.09090909090909091,0.0,0.0,1,11,Avoid (避開)
實在,13,23.0,57.76923076923077,3.0,10.692307692307692,0.0,0.23076923076923078,8,13,Blue Ocean (藍海詞)
實測,31,9.0,12.35483870967742,5.0,9.451612903225806,0.0,0.03225806451612903,2,31,Red Ocean (紅海詞)
實際,15,9.0,60.333333333333336,0.0,1.4666666666666666,0.0,1.6666666666666667,9,15,Avoid (避開)
實體,22,10.0,41.72727272727273,0.0,2.5,0.0,1.2272727272727273,10,22,Red Ocean (紅海詞)
專業,30,4.5,29.633333333333333,0.0,1.3,0.0,0.2,13,30,Red Ocean (紅海詞)
對方,25,23.0,186.2,1.0,3.0,0.0,6.0,7,25,Star (明星詞)
對象,13,3.0,69.3076923076923,0.0,4.846153846153846,0.0,0.38461538461538464,6,13,Avoid (避開)
導入,21,0.0,7.238095238095238,0.0,0.23809523809523808,0.0,0.47619047619047616,5,21,Red Ocean (紅海詞)
導致,10,25.0,32.2,2.0,3.6,0.0,0.3,4,10,Blue Ocean (藍海詞)
小小的,12,32.0,122.75,4.5,20.25,0.0,2.5,9,12,Blue Ocean (藍海詞)
小心,11,38.0,80.81818181818181,8.0,46.54545454545455,0.0,1.4545454545454546,8,11,Blue Ocean (藍海詞)
小時,30,19.0,66.86666666666666,3.0,6.333333333333333,0.0,1.8333333333333333,12,30,Star (明星詞)
小真實,13,13.0,15.76923076923077,2.0,2.3076923076923075,2.0,2.076923076923077,1,13,Avoid (避開)
小編,22,33.5,63.54545454545455,6.5,78.72727272727273,2.0,2.772727272727273,7,22,Star (明星詞)
小蜜,15,53.0,79.06666666666666,12.0,43.8,2.0,4.266666666666667,1,15,Blue Ocean (藍海詞)
小資,29,9.0,12.206896551724139,6.0,10.068965517241379,0.0,0.034482758620689655,2,29,Red Ocean (紅海詞)
尤其,13,22.0,140.84615384615384,2.0,10.923076923076923,0.0,2.769230769230769,10,13,Blue Ocean (藍海詞)
就會,13,44.0,78.76923076923077,3.0,6.0,0.0,0.23076923076923078,7,13,Blue Ocean (藍海詞)
就要,16,15.5,82.75,3.0,8.0625,0.5,2.875,12,16,Avoid (避開)
尺寸,10,5.0,20.4,0.0,0.8,0.0,0.6,5,10,Avoid (避開)
工作,135,32.0,70.16296296296296,3.0,6.940740740740741,0.0,1.1111111111111112,22,135,Star (明星詞)
工作室,16,95.0,162.0,9.5,80.4375,1.5,2.5,7,16,Blue Ocean (藍海詞)
工具,22,7.0,24.0,1.0,4.636363636363637,0.0,0.8181818181818182,9,22,Red Ocean (紅海詞)
工廠,103,0.0,7.145631067961165,0.0,1.1844660194174756,0.0,0.038834951456310676,4,103,Red Ocean (紅海詞)
左右,11,101.0,113.54545454545455,9.0,11.0,1.0,1.0,4,11,Blue Ocean (藍海詞)
市場,61,5.0,35.01639344262295,1.0,3.9508196721311477,0.0,1.0655737704918034,14,61,Red Ocean (紅海詞)
市集,10,13.0,31.3,1.0,5.8,1.0,2.6,3,10,Avoid (避開)
希望,79,24.0,73.10126582278481,4.0,25.075949367088608,0.0,1.2658227848101267,21,79,Star (明星詞)
帳號,25,21.0,70.6,3.0,9.32,0.0,0.88,11,25,Star (明星詞)
帶來,13,18.0,20.692307692307693,2.0,2.769230769230769,0.0,0.6923076923076923,7,13,Avoid (避開)
幫助,36,22.5,37.02777777777778,1.0,4.388888888888889,0.0,0.75,12,36,Star (明星詞)
幫忙,12,16.0,32.916666666666664,2.5,5.166666666666667,0.0,1.0,8,12,Avoid (避開)
平台,28,24.0,49.107142857142854,2.0,7.607142857142857,0.0,2.7857142857142856,9,28,Star (明星詞)
平安,10,9.0,14.5,0.5,1.5,0.0,0.0,7,10,Avoid (避開)
平常,17,24.0,75.0,2.0,3.9411764705882355,0.0,0.9411764705882353,9,17,Blue Ocean (藍海詞)
年前,13,38.0,107.61538461538461,9.0,31.615384615384617,0.0,1.7692307692307692,10,13,Blue Ocean (藍海詞)
年底,11,21.0,50.18181818181818,3.0,19.09090909090909,0.0,0.18181818181818182,5,11,Blue Ocean (藍海詞)
幸福,28,15.0,58.035714285714285,1.0,3.357142857142857,0.0,1.8571428571428572,12,28,Red Ocean (紅海詞)
幾乎,11,33.0,97.0909090909091,2.0,11.545454545454545,0.0,1.2727272727272727,8,11,Blue Ocean (藍海詞)
幾個,34,25.0,48.14705882352941,4.0,11.294117647058824,0.0,1.0294117647058822,15,34,Star (明星詞)
幾天,12,34.5,111.75,3.0,10.583333333333334,0.0,3.4166666666666665,8,12,Blue Ocean (藍海詞)
底下,30,1.0,4.833333333333333,0.0,1.2,0.0,0.1,6,30,Red Ocean (紅海詞)
底氣,32,2.5,7.1875,0.0,0.15625,0.0,0.34375,5,32,Red Ocean (紅海詞)
店家,16,49.5,127.1875,26.0,64.75,0.5,4.0,7,16,Blue Ocean (藍海詞)
廠商,27,22.0,43.7037037037037,2.0,5.185185185185185,0.0,0.14814814814814814,9,27,Star (明星詞)
廣告,204,10.0,33.5735294117647,0.0,3.715686274509804,0.0,1.4068627450980393,10,204,Red Ocean (紅海詞)
建立,23,6.0,27.782608695652176,0.0,4.521739130434782,0.0,0.5217391304347826,11,23,Red Ocean (紅海詞)
建議,41,21.0,42.24390243902439,1.0,5.634146341463414,0.0,1.170731707317073,15,41,Star (明星詞)
形象,12,4.5,24.0,1.0,1.25,0.0,0.25,4,12,Avoid (避開)
影片,74,13.5,61.95945945945946,1.0,14.486486486486486,0.0,1.0945945945945945,16,74,Red Ocean (紅海詞)
影音,24,10.0,12.375,1.5,4.5,0.0,0.9166666666666666,8,24,Red Ocean (紅海詞)
影響,46,2.5,20.47826086956522,0.0,2.869565217391304,0.0,0.43478260869565216,14,46,Red Ocean (紅海詞)
彼此,17,4.0,39.8235294117647,1.0,2.411764705882353,0.0,0.058823529411764705,9,17,Avoid (避開)
很大,10,27.5,138.7,5.5,13.7,0.0,1.1,7,10,Blue Ocean (藍海詞)
很快,54,13.0,37.5,4.0,16.37037037037037,0.0,0.2777777777777778,13,54,Red Ocean (紅海詞)
很棒,10,78.5,96.6,12.0,63.0,1.5,2.3,6,10,Blue Ocean (藍海詞)
很難,10,12.5,24.9,0.5,18.9,0.0,1.4,9,10,Avoid (避開)
得到,28,28.0,74.78571428571429,1.0,21.321428571428573,0.0,0.8928571428571429,16,28,Star (明星詞)
徵關稅,12,0.0,0.25,0.0,0.08333333333333333,0.0,0.0,1,12,Avoid (避開)
心得,11,18.0,116.18181818181819,2.0,8.545454545454545,0.0,2.4545454545454546,7,11,Avoid (避開)
心情,22,19.5,33.72727272727273,1.5,10.363636363636363,0.0,0.4090909090909091,13,22,Star (明星詞)
心想,20,2.0,13.25,0.0,2.0,0.0,0.2,4,20,Red Ocean (紅海詞)
心理,15,9.0,49.733333333333334,0.0,3.6,0.0,0.5333333333333333,9,15,Avoid (避開)
心裡,35,15.0,69.82857142857142,1.0,6.885714285714286,0.0,1.3142857142857143,12,35,Red Ocean (紅海詞)
忙碌,11,29.0,40.18181818181818,2.0,7.7272727272727275,0.0,0.2727272727272727,7,11,Blue Ocean (藍海詞)
快樂,41,13.0,68.0,2.0,5.536585365853658,0.0,2.4146341463414633,17,41,Red Ocean (紅海詞)
快速,23,17.0,21.565217391304348,0.0,2.130434782608696,0.0,0.5217391304347826,13,23,Red Ocean (紅海詞)
忽略,12,8.0,17.166666666666668,1.0,2.1666666666666665,0.0,0.5,8,12,Avoid (避開)
思維,21,22.0,26.38095238095238,2.0,2.3333333333333335,0.0,0.3333333333333333,8,21,Star (明星詞)
思考,48,22.0,59.5625,1.0,6.479166666666667,0.0,1.3125,15,48,Star (明星詞)
悠香苑,30,1.0,2.033333333333333,0.0,0.36666666666666664,0.0,0.0,1,30,Red Ocean (紅海詞)
情境,10,23.5,51.7,1.0,2.6,0.0,2.2,4,10,Blue Ocean (藍海詞)
情況,11,14.0,22.818181818181817,1.0,1.2727272727272727,0.0,0.0,6,11,Avoid (避開)
情緒,46,6.0,16.456521739130434,0.0,2.5434782608695654,0.0,0.17391304347826086,12,46,Red Ocean (紅海詞)
想像,14,11.0,63.92857142857143,0.5,1.5714285714285714,0.0,0.14285714285714285,3,14,Avoid (避開)
想到,33,25.0,75.3030303030303,2.0,14.272727272727273,0.0,1.9393939393939394,16,33,Star (明星詞)
想法,36,35.0,59.388888888888886,1.0,7.0,0.0,0.5,13,36,Star (明星詞)
想要,87,19.0,49.0,2.0,6.195402298850575,0.0,0.5977011494252874,22,87,Star (明星詞)
想起,15,11.0,64.26666666666667,2.0,8.933333333333334,0.0,0.6,11,15,Avoid (避開)
意識,11,11.0,61.90909090909091,3.0,9.545454545454545,0.0,0.5454545454545454,8,11,Avoid (避開)
感到,14,30.0,92.42857142857143,2.0,2.2857142857142856,0.0,2.4285714285714284,5,14,Blue Ocean (藍海詞)
感動,11,12.0,167.8181818181818,2.0,8.545454545454545,0.0,2.3636363636363638,7,11,Avoid (避開)
感受,27,15.0,21.185185185185187,1.0,4.703703703703703,0.0,0.3333333333333333,10,27,Red Ocean (紅海詞)
感恩,13,49.0,39.0,0.0,1.8461538461538463,1.0,1.0,6,13,Blue Ocean (藍海詞)
感情,27,4.0,110.51851851851852,0.0,4.444444444444445,0.0,1.1111111111111112,5,27,Red Ocean (紅海詞)
感謝,62,63.0,88.25806451612904,8.0,11.016129032258064,0.5,1.0,15,62,Star (明星詞)
慢慢,97,40.0,99.85567010309278,4.0,26.02061855670103,0.0,1.8453608247422681,18,97,Star (明星詞)
懂得,12,2.5,9.666666666666666,0.0,2.5833333333333335,0.0,0.25,9,12,Avoid (避開)
成功,48,15.5,32.583333333333336,2.0,8.354166666666666,0.0,0.3333333333333333,21,48,Red Ocean (紅海詞)
成就感,14,20.0,27.928571428571427,0.5,9.142857142857142,0.0,0.6428571428571429,8,14,Blue Ocean (藍海詞)
成效,13,10.0,17.076923076923077,0.0,1.1538461538461537,0.0,0.46153846153846156,5,13,Avoid (避開)
成本,51,25.0,58.0,2.0,6.980392156862745,0.0,1.0588235294117647,12,51,Star (明星詞)
成為,34,16.0,24.147058823529413,0.5,3.0,0.0,0.47058823529411764,14,34,Red Ocean (紅海詞)
成熟,10,4.0,116.0,0.5,6.5,0.0,0.8,6,10,Avoid (避開)
成立,10,71.0,103.7,3.0,10.8,0.5,0.6,3,10,Blue Ocean (藍海詞)
成長,67,20.0,52.62686567164179,1.0,12.82089552238806,0.0,0.7014925373134329,17,67,Star (明星詞)
我會,39,26.0,68.33333333333333,2.0,20.974358974358974,0.0,1.4102564102564104,17,39,Star (明星詞)
我現,20,24.0,126.85,1.0,6.05,0.0,0.35,12,20,Star (明星詞)
我要,20,26.5,72.2,3.0,21.3,1.0,1.6,11,20,Star (明星詞)
我覺,26,24.5,155.19230769230768,2.0,6.884615384615385,0.0,3.769230769230769,12,26,Star (明星詞)
手上,10,18.0,17.9,2.5,9.5,0.0,0.1,8,10,Avoid (避開)
手作,11,21.0,48.09090909090909,19.0,55.45454545454545,2.0,2.8181818181818183,4,11,Blue Ocean (藍海詞)
手機,10,15.0,61.2,2.0,5.0,0.0,1.2,9,10,Avoid (避開)
才能,35,28.0,70.11428571428571,3.0,4.057142857142857,0.0,0.6,16,35,Star (明星詞)
打造,18,10.0,32.05555555555556,2.0,5.277777777777778,0.0,2.9444444444444446,9,18,Red Ocean (紅海詞)
打開,18,12.0,32.666666666666664,1.0,5.222222222222222,0.0,1.1666666666666667,9,18,Red Ocean (紅海詞)
批發,36,20.5,31.36111111111111,2.0,8.805555555555555,0.0,0.3333333333333333,3,36,Star (明星詞)
找到,51,29.0,82.58823529411765,1.0,14.196078431372548,0.0,0.9019607843137255,16,51,Star (明星詞)
技巧,20,10.5,26.35,0.0,3.2,0.0,0.55,5,20,Red Ocean (紅海詞)
技能,14,17.0,63.714285714285715,1.0,5.928571428571429,0.0,0.14285714285714285,9,14,Avoid (避開)
技術,31,2.0,13.612903225806452,0.0,2.129032258064516,0.0,0.45161290322580644,9,31,Red Ocean (紅海詞)
投入,16,31.0,111.3125,3.0,8.4375,0.0,0.6875,8,16,Blue Ocean (藍海詞)
投放,16,10.5,19.4375,1.0,4.125,0.0,0.5625,4,16,Avoid (避開)
投資,20,17.0,23.15,1.0,2.9,0.0,0.25,8,20,Red Ocean (紅海詞)
折扣,17,10.0,35.705882352941174,0.0,5.117647058823529,1.0,2.1176470588235294,6,17,Avoid (避開)
拍照,13,180.0,220.84615384615384,7.0,7.461538461538462,4.0,8.0,5,13,Blue Ocean (藍海詞)
拍片,11,8.0,18.818181818181817,0.0,1.8181818181818181,0.0,0.09090909090909091,3,11,Avoid (避開)
拿到,24,18.0,41.5,0.0,4.875,0.0,1.25,10,24,Red Ocean (紅海詞)
持續,29,28.0,50.51724137931034,2.0,32.724137931034484,0.0,0.9655172413793104,16,29,Star (明星詞)
指令,10,40.0,47.3,2.0,2.0,3.0,2.8,1,10,Blue Ocean (藍海詞)
挑戰,14,41.0,79.64285714285714,3.5,6.214285714285714,0.0,0.21428571428571427,9,14,Blue Ocean (藍海詞)
挑選,13,23.0,34.46153846153846,1.0,5.846153846153846,1.0,0.9230769230769231,7,13,Blue Ocean (藍海詞)
捷運,10,24.0,108.0,0.0,1.1,1.0,4.3,6,10,Blue Ocean (藍海詞)
排版,12,117.5,186.33333333333334,3.0,6.833333333333333,2.5,5.833333333333333,4,12,Blue Ocean (藍海詞)
排隊,11,55.0,144.8181818181818,3.0,6.818181818181818,1.0,3.1818181818181817,7,11,Blue Ocean (藍海詞)
接受,11,32.0,157.8181818181818,3.0,11.909090909090908,0.0,4.181818181818182,6,11,Blue Ocean (藍海詞)
接案,53,20.0,23.943396226415093,4.0,6.2075471698113205,0.0,1.0,8,53,Star (明星詞)
接著,10,58.0,201.8,4.5,26.6,0.5,1.0,4,10,Blue Ocean (藍海詞)
控制,12,9.5,17.416666666666668,0.0,1.3333333333333333,0.0,0.16666666666666666,7,12,Avoid (避開)
推出,25,10.0,42.84,1.0,8.68,0.0,1.2,9,25,Red Ocean (紅海詞)
推薦,65,8.0,16.584615384615386,1.0,6.8307692307692305,0.0,0.16923076923076924,21,65,Red Ocean (紅海詞)
描述,11,19.0,26.181818181818183,2.0,4.0,0.0,0.36363636363636365,5,11,Blue Ocean (藍海詞)
提供,45,19.0,26.488888888888887,2.0,5.333333333333333,0.0,0.4444444444444444,12,45,Star (明星詞)
提升,36,14.0,26.02777777777778,1.0,3.7222222222222223,0.0,0.3611111111111111,14,36,Red Ocean (紅海詞)
提早,11,28.0,63.45454545454545,2.0,10.272727272727273,0.0,1.0,5,11,Blue Ocean (藍海詞)
提醒,24,18.0,30.125,0.5,3.125,0.5,1.0833333333333333,14,24,Red Ocean (紅海詞)
搜尋,19,13.0,16.263157894736842,2.0,2.210526315789474,0.0,0.5789473684210527,6,19,Red Ocean (紅海詞)
搭配,17,10.0,49.76470588235294,2.0,4.117647058823529,0.0,1.8235294117647058,13,17,Avoid (避開)
擁有,18,35.5,48.833333333333336,1.5,4.777777777777778,0.0,0.5555555555555556,7,18,Star (明星詞)
擔心,13,21.0,35.23076923076923,2.0,3.230769230769231,0.0,0.5384615384615384,9,13,Blue Ocean (藍海詞)
支持,86,15.0,52.27906976744186,1.0,16.569767441860463,0.0,0.9651162790697675,15,86,Red Ocean (紅海詞)
收入,47,5.0,34.297872340425535,0.0,2.6595744680851063,0.0,0.5957446808510638,8,47,Red Ocean (紅海詞)
收到,26,19.0,55.42307692307692,2.5,8.76923076923077,0.0,0.8461538461538461,13,26,Star (明星詞)
改變,40,16.0,22.65,2.0,3.45,0.0,0.4,12,40,Red Ocean (紅海詞)
攻略,11,4.0,5.363636363636363,1.0,1.2727272727272727,0.0,0.36363636363636365,3,11,Avoid (避開)
放在,22,21.0,68.86363636363636,3.0,5.954545454545454,0.0,2.3181818181818183,13,22,Star (明星詞)
放大,17,28.0,193.2941176470588,4.0,9.0,1.0,2.176470588235294,9,17,Blue Ocean (藍海詞)
放棄,18,61.0,80.94444444444444,28.5,46.0,0.5,1.4444444444444444,12,18,Star (明星詞)
政府,71,0.0,1.7183098591549295,0.0,0.6619718309859155,0.0,0.11267605633802817,4,71,Red Ocean (紅海詞)
故事,26,4.0,42.5,0.0,12.576923076923077,0.0,0.4230769230769231,12,26,Red Ocean (紅海詞)
效果,16,7.5,10.4375,0.0,0.5625,0.0,0.3125,8,16,Avoid (避開)
教學,18,19.0,21.944444444444443,2.0,4.5,0.0,0.6666666666666666,5,18,Star (明星詞)
教育,11,20.0,21.272727272727273,1.0,2.5454545454545454,0.0,0.5454545454545454,5,11,Blue Ocean (藍海詞)
整個,37,11.0,23.027027027027028,1.0,3.6486486486486487,0.0,0.3783783783783784,17,37,Red Ocean (紅海詞)
整合,18,1.0,5.666666666666667,0.0,0.6111111111111112,0.0,0.0,5,18,Red Ocean (紅海詞)
整理,37,13.0,41.37837837837838,1.0,3.2432432432432434,0.0,1.135135135135135,15,37,Red Ocean (紅海詞)
數位,13,6.0,9.461538461538462,0.0,0.6923076923076923,0.0,0.07692307692307693,6,13,Avoid (避開)
數據,21,10.0,18.761904761904763,0.0,1.5714285714285714,0.0,2.2857142857142856,8,21,Red Ocean (紅海詞)
數量,14,24.0,32.92857142857143,0.5,4.142857142857143,0.0,0.35714285714285715,8,14,Blue Ocean (藍海詞)
文創,13,0.0,3.6923076923076925,0.0,0.3076923076923077,0.0,0.8461538461538461,2,13,Avoid (避開)
文字,17,20.0,24.529411764705884,1.0,2.176470588235294,0.0,0.47058823529411764,9,17,Blue Ocean (藍海詞)
文案,27,22.0,114.37037037037037,2.0,4.0,1.0,5.481481481481482,11,27,Star (明星詞)
斜槓,35,27.0,51.08571428571429,8.0,37.42857142857143,0.0,0.45714285714285713,4,35,Star (明星詞)
新品,16,44.0,60.125,1.5,5.75,1.5,3.5,7,16,Blue Ocean (藍海詞)
新年,21,15.0,18.761904761904763,3.0,9.047619047619047,0.0,0.42857142857142855,12,21,Red Ocean (紅海詞)
新手,11,21.0,18.09090909090909,1.0,2.272727272727273,0.0,0.7272727272727273,6,11,Blue Ocean (藍海詞)
方便,22,12.5,31.454545454545453,0.0,3.3636363636363638,0.0,0.5909090909090909,8,22,Red Ocean (紅海詞)
方向,39,19.0,38.333333333333336,1.0,4.769230769230769,0.0,0.9230769230769231,13,39,Star (明星詞)
方案,12,16.5,83.0,3.5,8.25,0.0,5.416666666666667,8,12,Avoid (避開)
方法,39,19.0,41.717948717948715,2.0,4.153846153846154,0.0,0.8974358974358975,15,39,Star (明星詞)
旁邊,10,21.5,39.8,0.5,1.6,0.0,0.2,7,10,Blue Ocean (藍海詞)
旅行,11,18.0,44.27272727272727,2.0,3.6363636363636362,0.0,1.9090909090909092,7,11,Avoid (避開)
旅遊,12,32.0,42.75,2.0,4.75,0.0,1.3333333333333333,7,12,Blue Ocean (藍海詞)
日子,21,13.0,25.714285714285715,1.0,6.0476190476190474,0.0,0.42857142857142855,11,21,Red Ocean (紅海詞)
日常,19,9.0,32.89473684210526,1.0,8.210526315789474,0.0,0.42105263157894735,11,19,Red Ocean (紅海詞)
日本,13,23.0,28.76923076923077,3.0,2.3846153846153846,0.0,1.1538461538461537,10,13,Blue Ocean (藍海詞)
日記,39,9.0,20.46153846153846,4.0,8.564102564102564,0.0,0.1794871794871795,6,39,Red Ocean (紅海詞)
早上,24,15.5,17.625,1.0,4.25,0.0,0.4166666666666667,12,24,Red Ocean (紅海詞)
早安,17,53.0,53.11764705882353,44.0,44.470588235294116,1.0,1.3529411764705883,5,17,Blue Ocean (藍海詞)
早就,10,17.0,40.1,2.5,7.2,0.0,0.6,9,10,Avoid (避開)
早餐,19,17.0,19.157894736842106,3.0,15.31578947368421,0.0,0.21052631578947367,8,19,Red Ocean (紅海詞)
明天,46,24.0,70.73913043478261,3.5,24.195652173913043,0.0,1.3478260869565217,20,46,Star (明星詞)
明年,15,19.0,63.13333333333333,4.0,8.466666666666667,0.0,0.06666666666666667,9,15,Blue Ocean (藍海詞)
明明,23,9.0,24.26086956521739,1.0,2.9130434782608696,0.0,2.0,11,23,Red Ocean (紅海詞)
明顯,10,9.0,28.8,0.0,1.2,0.0,0.8,6,10,Avoid (避開)
昨天,39,19.0,34.43589743589744,2.0,5.538461538461538,0.0,0.38461538461538464,17,39,Star (明星詞)
時代,21,6.0,6.571428571428571,1.0,2.0476190476190474,0.0,0.09523809523809523,10,21,Red Ocean (紅海詞)
